Name,Phone Number
Best Western Executive Hotel of New Haven-West Haven,(203) 933-0344
Best Western Plus Wilmington/Wrightsville Beach,(910) 799-4292
Hilton Garden Inn Jacksonville Orange Park,(904) 458-1577
DoubleTree Suites by Hilton Austin Downtown Capitol,(512) 478-7000
Embassy Suites by Hilton Charlotte Uptown,(704) 940-2517
Embassy Suites by Hilton Greenville Golf Resort & Conference Center,(864) 676-9090
Econo Lodge,(904) 516-0646
Homewood Suites by Hilton Stratford,(203) 377-3322
Best Western Carlton Suites,(205) 940-9990
Quality Inn & Suites Airport,(980) 500-3895
Suburban Studios Charlotte-Ballantyne,(704) 544-3993
Hyatt Place Greenville Downtown,(864) 720-2700
Hampton Inn Charlotte-Uptown,(704) 373-0917
Hampton Inn Milford,(203) 874-4400
The Beeman Hotel,(214) 750-6060
Mayagüez Resort & Casino,(787) 832-3030
TRYP by Wyndham Mayaguez,(787) 602-8797
Casa Campo Bed and Breakfast,(787) 280-8638
"A2Tiempos AyS, Bed and Breakfast",(787) 476-1027
Media Luna Guesthouse,(787) 504-7194
Hotel Oasis San German,(787) 475-0000
Casa Galarza,(787) 903-3939
Posada Hotel Colonial,(787) 833-2150
Paradise Guest House,(787) 849-2679
Hacienda Patria,(787) 597-2094
Sea Turtle Beach Apartments,(561) 537-6401
Venus motel,(787) 849-3522
HACIENDA PILOTO 108,(787) 642-7350
Caribe Hotel,(787) 841-1000
Hotel Hacienda Gripiñas,(939) 274-8936
Meliá Century Hotel,(787) 842-0260
Motel Nuevo México,(787) 422-9197
Hacienda Victoria Lucía,(787) 327-6995
LaPosadaMountainRetreat,(305) 988-3738
Hotel El Castillo,(787) 896-2365
Great Savannah Guest house,(787) 651-7608
Hotel Vista Verde,(787) 856-0345
Hotel Posada Jayuya,(787) 828-7250
The Fox Hotel,(787) 429-8385
Mavs Boutique At Ponce,(787) 458-0305
Hacienda de Café Pomarrosa,(786) 496-4305
Utuado Lodging,(787) 894-3100
"Edificio Chandelier, This is it Puerto Rico",(787) 475-0000
Villa Vassallo,(787) 587-7873
Hotel Cafetal Yauco,(787) 856-0946
Hotel Bélgica,(787) 844-3255
Sleep Inn Phoenix North I-17,(602) 504-1200
Best Western San Diego/Miramar Hotel,(858) 578-6600
La Quinta Inn by Wyndham Phoenix North,(602) 993-0800
Motel La Hacienda,(787) 871-6284
Manati City Inn Hotels,(787) 675-0275
Villa Salgado Beach House Puerto Rico,(787) 425-4800
Atenas City Inn,(787) 248-7519
Hotel Villas del Rey,(787) 223-6719
Mar Chiquita Beach Camping Puerto Rico,(561) 716-6974
Hacienda Cumbre Bella,(787) 921-7110
Hacienda Moraica,(787) 688-4188
Hyatt Place Manatí,(787) 854-1000
Manati World Point Inn,(787) 212-7120
Villa El Monte bnb,(787) 306-2690
Holiday Inn Express & Suites Phoenix - Airport North,(602) 267-0404
Hotel San Carlos,(602) 253-4121
Surestay Hotel By Best Western Phoenix Airport,(602) 273-1601
Days Inn by Wyndham Airport - Phoenix,(602) 275-7651
New Windsor Hotel,(602) 254-8694
Residence Inn Phoenix Glendale/Peoria,(623) 979-2074
Best Western Downtown Phoenix,(602) 452-2020
Best Western Gold Canyon Inn & Suites,(480) 671-6000
"Holiday Inn Express & Suites Tempe, an IHG Hotel",(480) 831-9800
Bell Hotel & Suites,(602) 993-8300
Days Inn & Suites by Wyndham Mesa Near Phoenix,(480) 582-0018
"Papago Inn, An Ascend Hotel Collection Member",(480) 947-7335
La Quinta Inn by Wyndham Phoenix Sky Harbor Airport,(480) 967-4465
"Holiday Inn Express & Suites Phoenix Airport, an IHG Hotel",(602) 453-9900
Drury Plaza Hotel Phoenix Tempe,(480) 940-3700
Egyptian Motor Hotel BW Signature Collection,(602) 807-5225
"Holiday Inn & Suites Phoenix Airport North, an IHG Hotel",(602) 244-8800
Quality Inn Chandler I-10,(480) 705-0922
Downtowner Boutique Hotel,(702) 553-2553
Best Western Plus North Las Vegas Inn & Suites,(702) 649-3000
Hilton Garden Inn Fontana,(909) 822-7300
Budget Inn,(602) 442-4420
Best Western Sonora Inn & Suites,(520) 375-6500
Embassy Suites by Hilton Phoenix Scottsdale,(602) 765-5800
Marriott's Canyon Villas,(480) 629-3200
Best Western Plus Scottsdale Thunderbird Suites,(480) 951-4000
Best Western Premier Mariemont Inn,(513) 271-2100
Fairfield Inn & Suites Corpus Christi Aransas Pass,(361) 226-3939
Best Western Ingleside Inn & Suites,(361) 238-4375
Caño Tiburones Guest House,(787) 890-0997
Casa De Playa Hotel Boutique,(787) 709-6399
Ventana al Atlantico at 681 Ocean Drive,(787) 248-7519
Las Olas Beach Apartments,(407) 493-7788
Hotel Punta Maracayo Resort,(787) 544-2000
Casita del Mar #1 Oceanfront Retreat in Islote,(844) 767-2327
Jardin Del Mar,(787) 635-6491
Arecibo Chalet Abreu,(844) 727-2327
Discovery at Arecibo 681 Ocean Drive,(787) 248-7519
La Casona Margara Beach,(787) 606-9686
Casita Familiar con Vista al Mar,(787) 221-7519 ext. 0
The Grand Family Villa,(787) 221-7519
Coastal at Arecibo 681 Ocean Drive,(787) 248-7519
Sol del Atlantico Inn at 681 Ocean Drive,(786) 507-9846
Casita Linda,(787) 375-9944
TJ Ranch,(787) 242-5923
Islote House Camping,(787) 228-0664
Hotel Hacienda Vista Hermosa,(787) 640-7682
Motel La Roca,(787) 815-5050
Cavernas Guest House,(787) 635-6491
Arecibo Observatory-VSQ,(787) 878-2612
Toque al Atlántico Family Inn,(787) 221-7519
Casa Berilio,(787) 597-6915
Punta Maracayo Camping,(787) 820-0274
Coastal Express Inn #3,(787) 221-7519
Campamento Don Alí,(787) 486-5986
Finca Sajori Camping,(787) 399-2263
Centro Vacacional Lago Caonillas,(787) 814-7005
Finca Sajorí,(787) 399-2263
Brusea by the beach,(787) 420-4308
Motel Destiny,(787) 880-3330
Hollywood City Inn,(323) 469-2700
Extended Stay America - Phoenix - Scottsdale,(480) 483-1333
Magic Castle Hotel,(323) 851-0800
The Adler A Hollywood Hotel,(323) 464-5181
Best Western Hollywood Plaza Inn Hotel - Hollywood Walk of Fame LA,(323) 851-1800
Sonesta Suites Scottsdale Gainey Ranch,(480) 922-6969
Dunes Inn - Sunset,(323) 467-5171
Hampton Inn & Suites Phoenix/Scottsdale on Shea Boulevard,(480) 443-3233
"Holiday Inn Express & Suites Hollywood Walk of Fame, an IHG Hotel",(323) 850-8151
Quality Inn Near Hollywood Walk of Fame,(323) 203-0767
"Tilt Hotel Universal/Hollywood, Ascend Hotel Collection",(213) 319-7318
Red Roof PLUS+ Tempe - Phoenix Airport,(480) 581-4940
Quality Inn & Suites,(505) 234-7569
Hotel Albuquerque at Old Town,(505) 843-6300
Quality Inn & Suites Goodyear - Phoenix West,(623) 932-9191
Quality Inn & Suites Farmington,(505) 716-4138
Baymont Inn by Wyndham Farmington,(505) 325-3700
Comfort Suites Farmington,(505) 675-0151
Brentwood Inn & Garden,(505) 325-2288
Home2 Suites by Hilton Farmington/ Bloomfield,(505) 325-1500
Finca Puerco Suelto,(787) 618-1063
Villa Abby B&B,(787) 387-0119
San Sebastian Bed & Breakfast,(787) 942-2867
Hotel VistaMar,(787) 679-4241
Paseo Isamar Campers,(787) 252-1017
Motel Travel Inn,(787) 830-2190
Buenas Olas Hotel,(787) 872-1818
LaLlave Guest House,(787) 872-4101
Colinas del Atlántico · House for rent · Guest House Isabela and Vacational rental,(939) 428-2724
The Perch Hotel,(484) 955-5981
Hostal Tropical,(787) 609-6223
Family Guest House,(787) 548-8171
Lodge at 5600,(833) 531-0030
Red Roof PLUS+ Phoenix West,(602) 325-9216
Quality Inn Payson,(928) 474-3241
Best Western InnSuites Tucson Foothills Hotel & Suites,(520) 297-8111
Comfort Inn West Phoenix at 27th Ave and I-10,(602) 415-1623
Parador el faro,(787) 882-8000
Punta Borinquen Resort,(787) 890-9000
Pasavento - Modern Suites,(787) 354-7538
Hotel Villa Forin,(787) 882-8341
Bella Surf Inn - Boho Beach Isabela,(787) 872-6518
Villa Montana Beach Resort,(787) 609-3047
Hotel El Girasol,(787) 243-8055
Villa Flamboyan - Blue Sand Collection,(787) 552-7274
Aguadilla Guest House,(787) 249-5997
Casa Bajura Bed and Breakfast,(787) 902-8322
Itza-Bella Suites,(787) 600-0444
Bella Noni B&B,(787) 408-3548
Pardos Beach House,(787) 407-9949
Parador Villas Del Mar Hau,(787) 872-2045
Royal Isabela,(787) 609-5888
Marina Real Apartments,(787) 590-3446
Jobos Beach Apartment and Guest House Montones Beach,(939) 428-2724
Tropical Ramey Apartments,(787) 662-2444
Aguadilla Surf Lodge,(787) 925-7430
PALMAS Vacation Rental,(787) 890-0352
Jobos Luxury Condos,(787) 387-9862
Hotel Villas de Costa Dorada Isabela,(201) 889-5048
Fusion Beach Villas,(787) 409-8368
Secret View,(787) 647-9224
Big Vacational House Aceituna Guest House Isabela and Aguadilla,(939) 428-2724
WSSM Surf House,(808) 383-8323
iL Sognatore,(787) 943-7016
DoubleTree by Hilton Phoenix Chandler,(480) 961-4444
TownePlace Suites Tempe at Arizona Mills Mall,(480) 345-7889
Hilton Garden Inn Albuquerque North/Rio Rancho,(505) 896-1111
Sonesta ES Suites Tempe,(480) 756-2122
Hyatt Place Las Vegas at Silverton Village,(702) 575-6201
Sonesta Select Phoenix Chandler,(480) 763-9500
Drury Inn & Suites Phoenix Airport,(602) 437-8400
El Oasis Hotel,(787) 482-2006
Aguada Sea Beach Villas,(787) 849-0041
Mares Guesthouse,(707) 494-9743
Aguada of the Seas,(787) 412-6372
Tres Sirenas Beach Inn,(787) 221-8778
Coconut Palms Inn oceanfront,(787) 431-4313
Hotel Colombus,(787) 868-1140
Aguada Beach House,(787) 922-4196
Luxury Puerto Caribe Boutique Hotel/Fusiones Restaurant/Salón Puerto Español,(787) 484-7385
Serenity Rincon Guesthouse,(787) 589-7568
Medusa's Hostel,(787) 551-4462
Rincon Plaza Hotel,(787) 600-7706
"Holiday Inn Mayaguez & Tropical Casino, an IHG Hotel",(787) 833-1100
The Cave Apartments,(787) 214-1562
Villa Marsana Guest House Of Wellness,(718) 969-1469
La Casa Hamaca,(813) 410-1437
The Horned Dorset,(787) 823-4030
Rincon Surf House,(787) 370-2743
La Casa Azul B&B,(787) 224-8713
Corcega Beachfront Suites,(386) 261-6449
Hotel Vista Azul,(787) 882-5959
Discovery Beach Apartments,(939) 366-1035
Parador JB Hidden Village,(719) 571-0344
Carmilet Guest House,(787) 931-7690
Sunset Paradise Villas,(787) 945-3022
Casita Playera Aguadeña,(787) 562-0060
Hibiscus PR Apt.,(939) 630-7925
That's the Magic of it Aguada,(786) 261-5900
Rincon Of The Seas Grand Caribbean Hotel,(787) 823-7500
Ariamis Rose Cabin,(787) 222-9734
Ann Wigmore Natural Health Institute,(787) 868-6307
Casa Canal - the Ultimate Casa,(310) 600-8634
Desecheo Inn,(787) 246-7755
Aguada Beach Condos,(901) 378-2871
Red Flamboyan Guesthouse,(787) 315-2332
Concha Azul Rincon,(787) 918-5118
Yukayeke Playa Resort,(787) 691-2322
Vista Azul Guest House,(787) 447-3458
Las Palmas Inn,(787) 823-1530
West Coast INN's,(787) 662-7067
Home2 Suites by Hilton Phoenix Downtown,(602) 603-1111
Embassy Suites by Hilton Phoenix Tempe,(480) 897-7444
Fairfield Inn & Suites Phoenix Midtown,(602) 716-9900
Hilton Garden Inn Phoenix Downtown,(602) 343-0006
Hotel Valley Ho,(480) 376-2600
Ramada by Wyndham Tempe/At Arizona Mills Mall,(480) 400-9038
Best Western Plus Chandler Hotel & Suites,(520) 796-1350
"Holiday Inn & Suites Phoenix Airport, an IHG Hotel",(480) 543-1700
Extended Stay America - Phoenix - Chandler,(480) 785-0464
Good Nite Inn Fremont San Jose,(510) 656-9307
SureStay Plus Hotel by Best Western Tempe University,(480) 675-9799
Fairfield Inn & Suites Phoenix Tempe/Airport,(480) 967-7161
Hotel Scottsdale,(480) 946-1111
Comfort Inn Chandler - Phoenix South I-10,(602) 922-5340
Hilton Garden Inn Phoenix Airport,(602) 470-0500
"Crowne Plaza Phoenix Airport - Phx, an IHG Hotel",(602) 273-7778
Hilton Garden Inn Phoenix Airport North,(602) 306-2323
"Country Inn & Suites by Radisson, Phoenix Airport, AZ",(480) 306-4343
Travelodge Inn & Suites by Wyndham Bell Los Angeles Area,(323) 771-8888
Holiday Inn Express & Suites Phoenix - Glendale Sports Dist,(623) 939-8888
Victory Inn,(623) 936-4667
DoubleTree by Hilton Hotel Phoenix - Gilbert,(480) 809-4100
GreenTree Hotel Phoenix West,(602) 484-9009
Extended Stay America - Phoenix - Mesa,(480) 632-0201
Chandler Inn,(480) 963-6361
Fairfield Inn & Suites Phoenix Chandler/Fashion Center,(480) 963-5300
Courtyard Phoenix Mesa,(480) 461-3000
"Staybridge Suites Phoenix - Glendale Sports Dist, an IHG Hotel",(623) 842-0000
Best Western Americana Inn,(619) 428-5521
City Express Plus by Marriott Tijuana,664 288 4650
SpringHill Suites Scottsdale North,(480) 922-8700
Drury Inn & Suites Phoenix Happy Valley,(623) 879-8800
Holiday Inn Club Vacations Scottsdale Resort,(480) 248-9001
Hilton Vacation Club Scottsdale Links Resort,(480) 563-0500
Super 8 by Wyndham Phoenix Metro North,(602) 995-8451
Red Roof Inn Mesa,(480) 964-8000
Super 8 by Wyndham Chandler Phoenix,(480) 961-3888
Comfort Inn & Suites Phoenix North - Deer Valley,(602) 548-8888
Travelodge by Wyndham Mesa,(480) 964-5694
Days Inn by Wyndham Phoenix North,(623) 434-5500
DoubleTree by Hilton Phoenix North,(602) 997-5900
Home2 Suites by Hilton Phoenix Glendale-Westgate,(623) 877-4600
SpringHill Suites Phoenix Glendale/Peoria,(623) 878-6666
American Executive Inn Mesa,(480) 964-6476
Red Roof Inn Phoenix North – I-17 at Bell Rd,(602) 866-1049
Courtyard Scottsdale Salt River,(480) 745-8200
La Quinta Inn & Suites by Wyndham Phoenix Scottsdale,(480) 614-5300
Luichy's Seaside Hotel at Playa El Combate,(787) 688-7827
"Villa del Carmen Boqueron, Cabo Rojo Puerto Rico",(787) 994-4564
VIP STAY GUEST HOUSE,(787) 432-5985
Combate Beach Resort,(787) 254-2358
Vistas De La Bahia,(787) 662-7067
"Casamares, Boquerón, Puerto Rico",(213) 441-3541
The Good Vibes house,(787) 678-0003
Boqueron Beach & Country Cabins,(939) 865-1357
Villa Parguera Hotel,(787) 899-7777
West Coast Inn's,(787) 662-7067
Casas Combate,(787) 659-4592
Wild Flower Boquerón,(787) 905-7070
La Chalé Parguera,(787) 951-9863
La Parguera Guest House,(787) 899-3993
Wild Flowers Rooms,(787) 421-5033
Wild Flowers Boqueron - Apartments,(787) 314-5115
Ocean Village at Combate,(787) 547-3215
Hotel Perichi's,(787) 851-3131
Villas Boqueyé,(787) 503-4700
Combate Paradise Vacational Apartments,(939) 579-9277
Anchor Sun Guest House,(787) 644-1177
Hacienda Juanita,(787) 903-0307
Luichy's Seaside Hotel,(787) 688-7827
Nautilus by La Jamaca Hotels,(787) 899-4565
Posada Fantasia Marina,(787) 851-6770
Madre Tierra Glamping,(787) 604-9696
Villa Del Mar,(787) 553-1478
"Mayagüez Plaza Hotel, SureStay Collection by Best Western",(787) 832-9191
Villa Coqui at Chalet De Buye,(813) 410-1437
Cabañas del Sol,(787) 421-5033
La K-SiTA en Boqueron by Paraiso Vacacional,(787) 528-1559
Hotel Mi Tierra,(939) 835-0051
Hacienda Tres Casitas,(787) 409-4404
Pitahaya Glamping,(787) 565-9895
4 Casitas,(404) 822-4442
Casa Bonita Inn,(954) 857-6600
The Rooms,(939) 525-6592
Blue House Joyuda,(787) 412-2583
Kodesh Vacation Club BOQUERÓN CAMPERS,(787) 409-0513
Douglas Highway Hotel,(787) 600-5416
Cabañas Miranda,(210) 846-5550
Combate Green House,(787) 473-2302
Cabanas Playa Santa,(787) 718-8832
JT Beach Home,(831) 915-5110
La Quinta Inn & Suites by Wyndham Phoenix Chandler,(480) 961-7700
Extended Stay America - Phoenix - Chandler - E. Chandler Blvd.,(480) 753-6700
Mary Lee's by the Sea,(787) 600-9933
Glady's Guest House,(787) 899-4678
Villa Siurano Casa de Playa Santa,(787) 651-6227
Paradise Apts,(787) 635-7455
Boulevard Park IV,(787) 475-0000
Hostal Universitario Interamericana San Germán,(787) 264-2350
El Supernatural Hostel & Hacienda,(787) 939-8325
Sea Land Air Suites,(787) 245-4183
Mitchel By The Sea,(787) 646-4762
Hacienda Verde Tahití,(787) 922-9801
Bancys By The Sea,(787) 629-7296
Best Western Plus Gardena Inn & Suites,(310) 817-4983
Quality Inn & Suites North Charleston - Ashley Phosphate,(843) 797-8181
North Charleston Marriott,(843) 747-1900
"Country Inn & Suites By Radisson, Charleston North, SC",(843) 203-8665
North Charleston Lodge,(843) 572-6590
Hyatt Place North Charleston,(843) 735-7100
DoubleTree by Hilton Hotel North Charleston - Convention Center,(843) 576-0300
DoubleTree by Hilton Hotel & Suites Charleston Airport,(843) 518-6200
Best Western Airport Inn & Suites,(843) 574-0911
Embassy Suites by Hilton Charleston Airport Hotel & Convention Center,(843) 747-1882
Cambria Hotel Charleston Riverview,(843) 974-1369
Hilton Garden Inn Charleston Airport,(843) 308-9330
Charleston Harbor Resort & Marina,(843) 856-0028
"Holiday Inn Express & Suites Charleston Arpt-Conv Ctr Area, an IHG Hotel",(843) 554-2100
Sheraton Broadway Resort Villas,(843) 916-8855
The Vendue,(843) 577-7970
Hyatt Place Charleston Airport/Convention Center,(843) 302-8600
"The Inn At Middleton Place, LLC",(843) 556-0500
Tru by Hilton Charleston Airport,(843) 266-0235
Wingate by Wyndham Charleston University Boulevard,(843) 619-3892
West Ashley Inn,(888) 539-3069
Meeting Street Inn,(843) 723-1882
Days Inn & Suites by Wyndham Charleston Airport West,(843) 747-4101
Four Points by Sheraton Myrtle Beach,(843) 236-1000
Fairfield Inn & Suites Charleston North/Ashley Phosphate,(843) 725-5400
SpringHill Suites Charleston North/Ashley Phosphate,(843) 572-8866
Tru by Hilton Mt Pleasant Charleston,(843) 936-5900
Wingate by Wyndham Charleston Airport Coliseum,(843) 554-7154
The Palms Oceanfront Hotel,(888) 484-9004
"Staybridge Suites Charleston-Ashley Phosphate, an IHG Hotel",(843) 377-4600
Andrew Pinckney Inn,(843) 937-8800
Residence Inn Charleston North/Ashley Phosphate,(843) 300-3636
"Holiday Inn Express & Suites Charleston-Ashley Phosphate, an IHG Hotel",(843) 553-1600
Home2 Suites by Hilton North Charleston University Blvd,(843) 806-3212
TownePlace Suites Charleston-North Charleston,(843) 990-5710
Fairfield Inn & Suites Charleston North/University Area,(843) 414-2700
Fairfield Inn & Suites Charleston Airport/Convention Center,(843) 300-3100
"Candlewood Suites Charleston - Northwoods, an IHG Hotel",(843) 797-3535
Comfort Inn & Suites Airport Convention Center,(843) 725-4700
Tru by Hilton Charleston Ashley Phosphate,(843) 990-7950
Courtyard North Charleston Airport/Coliseum,(843) 747-9122
Homewood Suites by Hilton North Charleston,(843) 990-5300
Hawthorn Suites by Wyndham North Charleston SC,(843) 405-9378
Courtyard Charleston-North Charleston,(843) 572-7490
Extended Stay America Select Suites - Charleston - North Charleston - I-526,(843) 529-3055
Extended Stay America Select Suites - Charleston - Ashley Phosphate Rd.,(843) 553-5222
Affordable Suites Myrtle Beach,(843) 236-9998
InTown Suites Extended Stay North Charleston SC - Airport,(888) 882-0451
"Home2 Suites by Hilton Charleston Airport/Convention Center, SC",(843) 744-4202
HotelPlanner☆,(866) 684-9824
Homewood Suites by Hilton Charleston Airport,(843) 735-5000
Aloft Charleston Airport & Convention Center,(843) 566-7300
The Beach Club at Charleston Harbor Resort and Marina,(843) 856-0028
Scottsdale Parkview Resort,(480) 941-1202
Hilton Garden Inn Phoenix/Tempe ASU Area,(480) 968-2180
Hotel Bixby Scottsdale,(480) 949-5115
Best Western Plus Sundial,(480) 994-4170
Scottsdale Marriott Old Town,(480) 945-1550
TownePlace Suites Phoenix North,(602) 943-9510
Hyatt House Scottsdale/Old Town,(480) 946-7700
La Quinta Inn & Suites by Wyndham Hesperia Victorville,(760) 662-7447
Hawthorn Suites by Wyndham Victorville,(760) 949-4700
GT Hotels Inn & Suites Extended Stay,(760) 284-7455
"Holiday Inn Ponce & Tropical Casino, an IHG Hotel",(787) 844-1200
Solace by the Sea Hotel,(939) 243-3231
"Tropicana Guest House, Guayanilla",(787) 835-3382
The Place at the Sea,(787) 647-0303
Hilton Ponce Golf & Casino Resort,(787) 259-7676
Aloft Ponce Hotel & Casino,(787) 861-7080
DoubleTree by Hilton Detroit Novi,(248) 344-8800
"Holiday Inn Express & Suites Howell, an IHG Hotel",(517) 548-0100
"Holiday Inn Express Neptune, an IHG Hotel",(732) 922-9600
Best Western Plus Gas City,(765) 998-2331
Ocean Place Resort & Spa,(732) 571-4000
"Holiday Inn Express & Suites Marion, an IHG Hotel",(765) 573-6656
Comfort Inn & Suites Statesboro - University Area,(912) 225-9345
Days Inn & Suites by Wyndham Katy,(281) 944-9029
Hyatt Place Houston/Katy,(832) 913-1244
Hilton Garden Inn Detroit/Novi,(248) 348-3840
Fairfield Inn & Suites Houston Channelview,(281) 457-0000
La Quinta Inn & Suites by Wyndham Houston Channelview,(281) 452-4402
Best Western of Hartland,(810) 632-7177
Hawthorn Suites by Wyndham Tinton Falls,(732) 982-4901
"Country Inn & Suites by Radisson, Novi, MI",(248) 504-0808
Hilton Garden Inn Lakewood,(732) 262-5232
Holiday Inn Express Gas City,(765) 674-6664
Courtyard Wall at Monmouth Shores Corporate Park,(732) 919-2780
SKY POINT HOTEL & SUITES - ATLANTA AIRPORT,(770) 996-5800
SpringHill Suites Statesboro University Area,(912) 489-0000
Casita E' Campo,(787) 407-1369
Canyon Boutique Hotel,(939) 242-0749
Comfort Inn St. Robert/Fort Leonard Wood,(573) 629-1400
Best Western Cedar Inn & Suites,(209) 736-4000
Hilton Garden Inn Sacramento Elk Grove,(916) 691-1900
Best Western Topaz Lake Inn,(775) 266-4661
Best Western Plus Sonora Oaks Hotel & Conference Center,(209) 533-4400
"Holiday Inn Express & Suites Elk Grove West I-5, an IHG Hotel",(916) 478-4000
Best Western Plus Heber Valley Hotel,(435) 657-6500
Best Western Plus Arlington/Marysville,(360) 363-4321
Miyako Hotel Los Angeles,(213) 617-2000
Hilton Checkers Los Angeles,(213) 624-0000
Best Western Duchesne Inn,(435) 738-6666
Omni Los Angeles Hotel at California Plaza,(213) 617-3300
Best Western Cascade Inn & Suites,(503) 491-9700
"Holiday Inn Express Heber City, an IHG Hotel",(435) 654-9990
Best Western Alderwood,(425) 775-7600
Sheraton Grand Los Angeles,(213) 488-3500
Best Western Plus Port of Camas-Washougal Convention Center,(360) 835-9292
Best Western Cascadia Inn,(425) 258-4141
Best Western Plus Landmark Hotel,(435) 725-1800
Residence Inn Phoenix NW/Surprise,(623) 249-6333
Comfort Inn & Suites Levittown,(787) 641-9090
Viento Beach Lodge,(787) 851-7110
Dorado White House,(787) 390-6075
Aquarius Vacation Club at Dorado del Mar,(787) 626-0700
Holiday Inn Express El Caney Lodge,(787) 792-7977
The Cottages at Dorado Beach,(508) 416-6021
Hotel El Colonial,(787) 610-5182
"Hotel Rumbao, a Tribute Portfolio Hotel",(787) 721-5100
"Residences at Dorado Beach, a Ritz-Carlton Reserve",(787) 626-1100
Fortaleza Guest House,(787) 721-7112
Garden of Eden Hotel,(703) 477-3062
CasaBlanca Hotel,(844) 468-3577
Levimar Guest House,(787) 261-4242
Fortaleza Suites,(787) 307-3795
Villa Herencia Hotel,(844) 468-3577
La Terraza De San Juan,(787) 722-2014
Vista Del Mar,677 65 14 73
The Gallery Inn,(787) 722-1808
Alma San Juan,(787) 476-9998
Navona Studios Guesthouse,(787) 721-7573
Fortel Hostel,(787) 675-2193
Kachi-Bana,(787) 948-2329
Decanter Hotel,(787) 463-9989
Hacienda Montana Sonadora,(508) 613-5665
Don Rafa Boutique Hotel & Residences,(787) 303-3350
Casa Toñita,(787) 918-2742
Hotel Palacio Provincial,(787) 425-0164
Sheraton Puerto Rico Resort & Casino,(787) 993-3500
Mont Carpe Diem,(787) 539-4848
Hotel El Convento,(787) 723-9020
Posada San Francisco,(787) 996-0324
