Name,Address,Rating,User Ratings Total,Place ID,Phone Number,International Phone Number,Website,Opening Hours,Price Level,Business Status,Vicinity,Plus Code,Address Components,Reviews
Rosado Wines,"PR-110R, Aguacate, Aguadilla 00603, Puerto Rico",5,10,,,,,Monday: Closed; Tuesday: 2:00 – 9:00 PM; Wednesday: 2:00 – 9:00 PM; Thursday: 2:00 – 9:00 PM; Friday: 2:00 – 10:00 PM; Saturday: 2:00 – 10:00 PM; Sunday: Closed,,OPERATIONAL,"Puerto Rico 110R, Aguacate",77CJFVMQ+V5,Puerto Rico 110R (route); Aguacate (locality); Aguacate (administrative_area_level_2); Aguadilla (administrative_area_level_1); Puerto Rico (country); 00603 (postal_code),"What a special place. A must whenever nearby. Incredible selection of wines, great, knowledgeable service and really just a great place to enjoy some fine wines.

We were on our way to dinner so didn’t try any of the tapas or pizza, but will definitely be back the next time I’m in town.

They’ll also do private group events. This place is a hidden gem.; The ambiance at Rosado Wines is nothing short of spectacular, offering a cozy and relaxed setting perfect for any wine enthusiast. Their selection of bottles is impressive, boasting both local and international vintages. Michelle incredibly knowledgeable, always eager to recommend the perfect glass to suit your taste. The small bites menu pairs beautifully with the wine, enhancing the overall experience. This place is a must-visit for anyone looking to enjoy a refined evening.; I have visited Rosado wines on numerous occasions to meet with friends, expand my wine knowledge, and have some gourmet pizza! Would highly recommend for a close get together or to enjoy a comfortable environment alone. I have also heard that they plan wine trips.; If you’re looking for a delightful wine experience in Aguadilla, look no further than Rosado Wines. This cozy spot offers a second to none curated selection of wines.; Good food, cozy ambiance, and a great wine selection. The owner is very knowledgeable, and her story is quite inspiring. Will be back for sure."
La Chocolatería,"HC 5 BOX 52499 Carr. #110 K.M 31.8, Aguadilla, 00603, Puerto Rico",4.6,427,,(787) 609-7782,+1 787-609-7782,https://www.lachocolateriapr.com/,Monday: 11:00 AM – 7:00 PM; Tuesday: 11:00 AM – 7:00 PM; Wednesday: 11:00 AM – 7:00 PM; Thursday: 11:00 AM – 7:00 PM; Friday: 11:00 AM – 8:00 PM; Saturday: 11:00 AM – 8:00 PM; Sunday: 11:00 AM – 8:00 PM,,OPERATIONAL,"HC 5 BOX 52499 Carr. #110 K.M 31.8, Aguadilla",77CJGV4Q+3F,Aguadilla (locality); Aguacate (administrative_area_level_2); Aguadilla (administrative_area_level_1); Puerto Rico (country); 00603 (postal_code),"The place is super cute! The chocolates are absolutely fine and unique, but in my opinion, super expensive! I believe the prices are high because of the details of the chocolates which are rare and above average!! I loved the cream brûlée pastry which was extremely exquisite! I highly recommend this place for a special occasion, for gifts or souvenirs! 🥰; Super cute spot to stop for coffee and a pastry! It feels a little upscale with a nice atmosphere inside and lovely decor. My slice of cake was yummy paired with a latte…. It was perfect for a midday snack! Service was great too - I had a nice conversation with the barista about how the company was started.  The only thing I wish is that they served the coffee in a ceramic mug instead of paper cup - I personally like the feel of a mug and a paper cup takes away from the classy vibe of the place. Overall though, I enjoyed it and will be back!!; A place for a sweet sin, with such a variety of chocolates and pastries it was difficult for me to choose.  The coffee is super tasty.
Cozy place and good service.; The desert in this place are amazing! When you walk in to this place, you are hit with the smell of chocolate. The atmosphere is perfect, I’ve had several of the delicious desserts and I can’t find one that I don’t like but my favorite one has to be the passion fruit cheesecake!; Driving by and saw the sign. Delicious everything! We tried the chocolate croissant, tropical paradise, chocolate cheesecake: all were amazing and flavorful. Not slap you in the face with just sugar… the flavor and refined texture was out of this world. Coffee was on point. Staff was helpful and answered question and presented everything beautifully."
Centro de Juguetes y Algo Más,"FRGX+J7W, Ave Dr Pedro Albizu Campos, Aguadilla, 00603, Puerto Rico",4.5,788,,(787) 891-5460,+1 787-891-5460,,Monday: 6:00 AM – 10:00 PM; Tuesday: 6:00 AM – 10:00 PM; Wednesday: 6:00 AM – 10:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 10:00 PM; Saturday: 6:00 AM – 10:00 PM; Sunday: 6:00 AM – 8:00 PM,,OPERATIONAL,"FRGX+J7W, Avenue Doctor Pedro Albizu Campos, Aguadilla",,FRGX+J7W (plus_code); Avenue Doctor Pedro Albizu Campos (route); Aguadilla (locality); Borinquen (administrative_area_level_2); Aguadilla (administrative_area_level_1); Puerto Rico (country); 00603 (postal_code),"The sell everything...
Food... bicycle 🚲...
The have wine, plenty of drinks...
Good service...
They have fertilizer... ice, ice cooler for the beach...
No bathing suit tho...; If you can't find is elsewhere you most likely will find it here but to expensive for the quality of stuff; Nice selection of items, great low prices and souve; Good place to get many items you may need. It's also called ""the everything store"" by many locals. There is an auto parts store and hardware store on either side of this store.; Found everything I needed, so much more but had no time to explore. But I am sure you could build of house with what you find here."
Donostia Food & Wine,"2 Av. San Carlos, Aguadilla, 00603, Puerto Rico",4.6,90,,(939) 359-3001,+1 939-359-3001,,,,CLOSED_TEMPORARILY,"2 Avenida San Carlos, Aguadilla",77CJCRHV+QX,2 (street_number); Avenida San Carlos (route); Aguadilla Pueblo (sublocality_level_1); Aguadilla (locality); Iglesia (administrative_area_level_3); Aguadilla (administrative_area_level_2); Aguadilla (administrative_area_level_1); Puerto Rico (country); 00603 (postal_code),"The restaurant was out of most items (5 out of 7 items we ordered). Getting the Paella took more than an hour despite being almost the only guests. Service was friendly but seemed uninterested.; We came here for dinner with a reservation. We arrived 15 min late (after calling only 5 minutes before our reservation time) and the very nice lady -- who I believe also ended up being our server -- was very accommodating and held our table.  When we arrived we ordered as quickly as we could because the kitchen was closing in 30 minutes. We ordered the Chorizo and Ceviche as our tapas and the Mariscos Paella and Mixta Paella (both personal size). The chorizo was very good, served in oil with cheese and onions (almost reminiscent of a French Onion Soup) and accompanied with pita-like triangles. The paellas we're both delicious and served with half a lobster tail. The lobster was a bit overcooked but the seasoning on the paella was great. And the rice wasn't over cooked, it was more on the al dente side which I prefer (but could see some people complaining about that).

The server was so nice and friendly. We did order a bottle of wine and asked if the guy serving would like to try it with us (it's our favorite wine and we were so excited they had it in stock). He declined with a very polite full response that we understood (though, given it's our favorite wine we would have preferred he enjoyed some too never having had it before). All in all a top notch experience.; Donostia, is such a cute little Espada! The  paella de mariscos is good. My favorite was the pechuga de pollo a la parrilla. This dish was tender, juicy, and seasoned to perfection. The music just makes you want to dance and the sangria is a must!; Good tapas and paella. While the prices a little high, food quality and presentation was great. We enjoyed our meal.

Location and parking was easy.; Nov 4th it’s approx 9:13P. Waitress spoke so fast I barely understood her and I speak Spanish.  She 👎 never inquired if we wanted something to drink until we were ready to order our food. I asked what was the “House Specialty” meaning the best selling food on their menu. She replied by saying; We don’t have specials on food. I had to explain what a “House Signature plate” is.  15min went by, I asked to use the bathroom. The Security Guard told me it was for customers only.  🤦‍♀️. I replied: I am a customer. He saw my husband and I come in.  When I was in the bathrooms the bathroom door is so close to the toilet, if I was any bigger I would not fit there. I washed my hands and there was no paper towels.  🫤. I’m about to eat here. If the food is not good, we will not visit again.  I originally gave the. A 3 Star rating but not only the food is good. The Manager went above and beyond expectation to ensure I was satisfied. Hurricane Fiona did sone damaged on the outside of the Restaurant causing my food to get wet with rain.  Not only did they replace my dinner. They also gave me a Sangria on the house.   Thank you guys. I actually work next door. I will tell them my experience and how you went above and beyond. Have a great night.  Food is great worth waiting for. Highly recommend this place.  :-). Extremely Happy at the end."
Cheesecake Shoppe,"FW4G+RFJ, Aguadilla, 00603, Puerto Rico",4.7,513,,(787) 819-0848,+1 787-819-0848,,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 12:00 – 8:00 PM; Friday: 12:00 – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 8:00 PM,2,OPERATIONAL,"FW4G+RFJ, Aguadilla",,FW4G+RFJ (plus_code); Aguadilla (locality); Ceiba Baja (administrative_area_level_2); Aguadilla (administrative_area_level_1); Puerto Rico (country); 00603 (postal_code),"If you want fenomenal pizza you will not be disappointed. The crust is very crispy and the there are all of the ingredients you can ask for! Jalapeños and cream cheese are a must for me on any pizza and they have it! 💪🏽 Buen provecho! Enjoy en Aguadilla!; Definitely one of my favorite places I visited this year. The experience was amazing, from the staff to the food. The waiter recommended us the Chorizo al vino( Spanish sausage with brandy) that comes with a tasty bread and was delicious. We order the pizza that comes in one size with 8 slices thin crust and the taste was very very good.  My daughter's don't like pizza that much and they ate 2 slices each. After that we ate cheesecake (3 different flavor ) and they all were fresh and tasty. To finish our day we order 2 cappuccino and they were delicious.; Wonderful service. Delicious food.

Still a favorite every time we come back to PR.; The pizza crust was reminiscent of the very old school Pizza Hut pan pizza very crispy and very chewy however this was definitely a thin crust pizza with a olive oil and garlic sauce and cheddar cheese. It was absolutely delicious a little on the pricey side as one would expect for artisanal Pizza. Definitely a return visit is an order!; Great place to eat artisanal pizza, plus all types of cheesecakes and cakes. Excellent service from waitress. The owner was very attentive and went out of this way to make us feel at home. Highly recommended!!!!!"
Sr. Beer by carnal,"Calle Marina esquila, 114 C. Estacion, Aguada, 00602, Puerto Rico",4.7,3,,(787) 238-6999,+1 787-238-6999,,Monday: 5:00 – 11:00 PM; Tuesday: Closed; Wednesday: Closed; Thursday: 5:00 – 11:00 PM; Friday: 5:00 PM – 12:00 AM; Saturday: 2:00 PM – 12:00 AM; Sunday: 1:00 – 11:00 PM,,OPERATIONAL,"Calle Marina esquila, 114 Calle Estacion, Aguada",77CJ9RJ5+JC,114 (street_number); Calle Estacion (route); Aguada (locality); California (administrative_area_level_3); Guaniquilla (administrative_area_level_2); Aguada (administrative_area_level_1); Puerto Rico (country); 00602 (postal_code),Cold beer and delicious drinks to enjoy; Excellent; 
Colmado Villanueva,"9V75+65M, Unnamed Road, Moca, Aguada 00602, Puerto Rico",4.4,28,,,,,Monday: 11:30 AM – 12:00 AM; Tuesday: 11:30 AM – 12:00 AM; Wednesday: 11:30 AM – 12:00 AM; Thursday: 11:30 AM – 12:00 AM; Friday: 11:30 AM – 12:00 AM; Saturday: 11:30 AM – 12:00 AM; Sunday: 11:30 AM – 12:00 AM,,OPERATIONAL,"9V75+65M, Unnamed Road, Moca",,9V75+65M (plus_code); Unnamed Road (route); Moca (locality); Marías (administrative_area_level_2); Aguada (administrative_area_level_1); Puerto Rico (country); 00602 (postal_code),"On my way back from PR bringing back gifts; Good! A+; Family atmosphere, good time, a good variety of drinks!! And the best thing is that it is personally attended to by its owners!!!; Very welcoming and very friendly.; Good price good service."
P. M. Liquor,"1976 La Cienega Blvd E, Los Angeles, CA 90034, USA",4,76,,(310) 559-8282,+1 310-559-8282,,Monday: 7:00 AM – 12:00 AM; Tuesday: 7:00 AM – 1:00 AM; Wednesday: 7:00 AM – 1:00 AM; Thursday: 7:00 AM – 1:00 AM; Friday: 7:00 AM – 2:00 AM; Saturday: 7:00 AM – 1:00 AM; Sunday: 8:00 AM – 12:00 AM,,OPERATIONAL,"1976 La Cienega Boulevard E, Los Angeles",85632JRF+59,E (subpremise); 1976 (street_number); La Cienega Boulevard (route); Mid-City (neighborhood); Los Angeles (locality); Los Angeles County (administrative_area_level_2); California (administrative_area_level_1); United States (country); 90034 (postal_code); 1627 (postal_code_suffix),"Went to this place and the price for drinks where ridiculous, i had to down grade to a smaller bottle because the bottle was more than double the normal price. I walked out with a 375ml hornitos for about 18 even tho the standard bottle (750ml) is about that price. They make a huge profit off you.; Just look at the pictures of this place, it’s pretty much what you would expect in LA. In other words it’s an old liquor store that hasn’t been updated in 30 years, the prices are high, and the customer service is neither here nor there.

I can’t give them a hard time because this is the usual setting for most small liquor / convenience stores in the city. The reason why I give them 2 stars is because I only come here to buy things like cigarillos, most places charge a $1 for one plus maybe a nickle or dime depending on where you go. But here, depending on whose working or how they’re feeling they always charge me different prices. Before it was always $1.10, after a few times they suddenly changed it to $1.25 but they “would let it slide” that one time. I go again with $1.25 in my pocket and now it’s back to $1.10, last time I went it was now $1.35 (mind you I bring cash and exact change because it’s not enough for a card purchase) so I usually get into some awkward argument with the clerk about how I don’t have enough change because the price keeps changing constantly. I realize it’s pennies on the dollar, but I try to get rid of my change this way and never have change on me otherwise. It sucks they’re trying to squeeze me dry for something as small as a quarter when I know they’d be fine getting anything over a dollar for something like that, especially since I live down the block and am a returning customer.; I love how close this place is to my house prices are a lil steap but that's to be expected in a small store like so. But they usually have my favorite popsicles in stock the bubblegum flavor; I go here almost everyday and they have everything and every snack and juice and soda and the cashiers are so nice they have been working there for years. Mr. Lee used to own it before he died almost 8 years ago; It's been years since I been here. Grew up in this neighborhood. Still good store Friendly new owners"
Eleven Union Liquor,"1605 W 11th St, Los Angeles, CA 90015, USA",4.3,99,,(213) 480-1349,+1 213-480-1349,,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 12:00 AM; Saturday: 7:00 AM – 12:00 AM; Sunday: 7:00 AM – 11:00 PM,,OPERATIONAL,"1605 West 11th Street, Los Angeles",85632PXF+5R,1605 (street_number); West 11th Street (route); Pico-Union (neighborhood); Los Angeles (locality); Los Angeles County (administrative_area_level_2); California (administrative_area_level_1); United States (country); 90015 (postal_code); 1907 (postal_code_suffix),"That's my daily. Great prices n friendly staff.; Drunks and homeless people at the entrance and through out the parking lot. Was going to buy some chips and soda here.

The chips were expired. I just bought a coke because the smell of urine was making me lose my appetite.

I was in line as the cashier was picking his nose and on his phone 📱

I recommend you buy your snacks, liquor or other things at the big name supermarkets in the area

This place has a creepy vibe that doesn't care or respect customers; They sell your standard domestic beers, as well as Mexican and Central American beers, and at a fair price. They also sell your standard liquors, as well as some fancier liquors. The folks who run the store at night are good people. It’s a very laid back place.; They have good customer service and great deals . Plus the cashier is very friendly and efficient; Like it best prices i have seen on modelos 24 oz  2.75 can  love this place"
Los Feliz Liquor,"3006 Los Feliz Blvd, Los Angeles, CA 90039, USA",4.4,27,,(323) 325-2938,+1 323-325-2938,,Monday: 9:00 AM – 11:00 PM; Tuesday: 9:00 AM – 11:00 PM; Wednesday: 9:00 AM – 11:00 PM; Thursday: 9:00 AM – 11:00 PM; Friday: 9:00 AM – 11:00 PM; Saturday: 9:00 AM – 11:00 PM; Sunday: 9:00 AM – 10:00 PM,,OPERATIONAL,"3006 Los Feliz Boulevard, Los Angeles",85634PGP+42,3006 (street_number); Los Feliz Boulevard (route); Northeast Los Angeles (neighborhood); Los Angeles (locality); Los Angeles County (administrative_area_level_2); California (administrative_area_level_1); United States (country); 90039 (postal_code); 1505 (postal_code_suffix),"A super convenient liquor store with a decent wine and beer selection. It’s incredibly easy to get in and out as the parking lot usually has space. I also find the staff to be friendly, welcoming, and above and beyond. You may pay a bit more than a grocery store but you feel like you’re walking right into a business that’s been in the family for generations. Also there’s an ATM inside. I definitely recommend.; This was my unfortunate experience:

The change I received included a fake $10 bill. The clerks don't vet the bills, and that carelessness can lead an innocent person to some nasty real-world consequences.

No thank you.; Never shopped from here before but I think its artwork is just so cool. So charismatic and impressionist. Always makes me look at it every time I drive by.; Small store with a surprisingly large and eclectic selection. I always come here when I'm looking for seasonal beers and last-minute wine choices. They always have something great!; The minute I walked in I was greeted with an unfriendly woman. She looked down on me and wanted to know why I was in the store. Ok, I'm White/Hispanic....half Irish....I was in the store looking for Jameson....she was so mean and demeaning with her looks. I told her it was my first time in the store and I wanted to take a look around...she watched my every move Like I was going to steal something. Not good! Racist woman, I felt! Never again"
