Name,Address,Rating,User Ratings Total,Place ID,Phone Number,International Phone Number,Website,Opening Hours,Price Level,Business Status,Vicinity,Plus Code,Address Components,Reviews
Panik Athletic Club,"Calle Los Santiagos, Víctor Rojas, PR-653 KM 1 6, Arecibo, 00612, Puerto Rico",,,,(939) 263-6281,+1 939-263-6281,,Monday: 4:00 AM – 10:00 PM; Tuesday: 4:00 AM – 10:00 PM; Wednesday: 4:00 AM – 10:00 PM; Thursday: 4:00 AM – 10:00 PM; Friday: 4:00 AM – 10:00 PM; Saturday: 8:00 AM – 3:00 PM; Sunday: Closed,,OPERATIONAL,"Víctor Rojas, Calle Los Santiagos, Puerto Rico 653 KM 1 6, Arecibo",77CMF772+X4,KM 1 6 (subpremise); Víctor Rojas (point_of_interest); Puerto Rico 653 (route); Hato Abajo (sublocality_level_1); Arecibo (locality); Hato Abajo (administrative_area_level_2); Arecibo (administrative_area_level_1); Puerto Rico (country); 00612 (postal_code),
TanamaClub,"F78J+PJJ, Arecibo, 00612, Puerto Rico",3.5,2,,,,,,,OPERATIONAL,"F78J+PJJ, Arecibo",,F78J+PJJ (plus_code); Arecibo Pueblo (sublocality_level_1); Arecibo (locality); Buenos Aires (administrative_area_level_3); Arecibo (administrative_area_level_2); Arecibo (administrative_area_level_1); Puerto Rico (country); 00612 (postal_code),; 
Qnor,"F5MX+H2V, Cll Oasis, Carrizales, Hatillo 00659, Puerto Rico",3,2,,(939) 260-4559,+1 939-260-4559,,,,OPERATIONAL,"F5MX+H2V, Calle Oasis, Carrizales",,F5MX+H2V (plus_code); Calle Oasis (route); Carrizales (locality); Carrizales (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),; 
Pipo's Sport Bar Vista al Lago,"PR-453, Quebradillas 00678, Puerto Rico",4.7,165,,,,,Monday: Closed; Tuesday: Closed; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: 10:00 AM – 7:00 PM,1,OPERATIONAL,Puerto Rico 453,77CM93FW+2V,Puerto Rico 453 (route); Guajataca (administrative_area_level_2); Quebradillas (administrative_area_level_1); Puerto Rico (country); 00678 (postal_code),"First time there.  The alcapurrias were all ""masa"" and very little filling.  I also had a Piña Colada and didn't like it either.  The cuajitos were good.  View is nice, the place is big, lots of parking, and the prices are great if you are on a budget.; This place is new to me but I loved it. This is the second time I go and it's the same, very busy but there service and hospitality is nice and friendly. I've had alcapurrias, pasteles and rellenos de papa that tasted great. I have never had a pastel as big as they make them and the alcapurria as crunchy and tasty. To top it off their prices are good.; This place was off the beaten path beside a river/lake. Unfortunately i forgot to take more photos of their food but the cuajitos and alcapurrias were delicious. We drove out our way for visited a second visit just for the food!; Great food excellent prices great customer service; The Alcapurias are delicious 😋 the location is lovely."
Clouds Nightclubs,"F37C+FVR, Quebradillas, 00678, Puerto Rico",5,3,,,,,,,OPERATIONAL,"F37C+FVR, Quebradillas",,F37C+FVR (plus_code); Quebradillas (sublocality_level_1); Quebradillas (locality); Cacao (administrative_area_level_2); Quebradillas (administrative_area_level_1); Puerto Rico (country); 00678 (postal_code),Excellent place; ; 
MFP Batting Cage and Trainning Center,"188 Av. Luis Llorens Torres, Arecibo, 00612, Puerto Rico",5,2,,(787) 408-1312,+1 787-408-1312,,,,OPERATIONAL,"188 Avenida Luis Llorens Torres, Arecibo",77CMF79J+85,188 (street_number); Avenida Luis Llorens Torres (route); Arecibo Pueblo (sublocality_level_1); Arecibo (locality); Buenos Aires (administrative_area_level_3); Arecibo (administrative_area_level_2); Arecibo (administrative_area_level_1); Puerto Rico (country); 00612 (postal_code),Excellent quality coach Mr. Naldy Pagan very professional and knowledgeable on baseball.; 
LEAL Arecibo Futbol Club,"Calle 9 Calle 9, Arecibo, 00612, Puerto Rico",5,1,,(787) 449-2539,+1 787-449-2539,,,,OPERATIONAL,"Calle 9 Calle 9, Arecibo",77CMC8RJ+8Q,Calle 9 (street_number); Calle 9 (route); Los Llanos (neighborhood); Arecibo (locality); Santana (administrative_area_level_2); Arecibo (administrative_area_level_1); Puerto Rico (country); 00612 (postal_code),
Hatillo Kash N’ Karry,"Ave. Catalina Santiago #508, Arecibo, 00612, Puerto Rico",4.4,1297,,(787) 650-0900,+1 787-650-0900,http://hatillokashnkarry.com/,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 8:00 PM,,OPERATIONAL,"Ave. Catalina Santiago #508, Arecibo",77CMF6CR+2R,508 (subpremise); Ave. Catalina Santiago (route); Hato Abajo (sublocality_level_1); Arecibo (locality); Hato Abajo (administrative_area_level_2); Arecibo (administrative_area_level_1); Puerto Rico (country); 00612 (postal_code),"During this pandemic I've been to this supermarket 4 times, today I think is day 50 of the quarantine. Everything is in order including people in line following safety precautions, you see the employees keeping everything clean.; Local Supermarket, Groceries, meat market, fresh farm products. Parking spaces free, sitting on a ground level, disable ramp access.; Parking lot clean , entrance very clean. all aisle  products well organized and you can find everything in its place.  Manages and employees vey helpful to find a specific product .  Deli food very clean anf lunch ate delicious and cakes and desserts you and juices are delicious; It was okay. The service was fair. Prices are too high. They stopped using plastic bags, but won't provide paper you have to bring your own bags that's annoying....; I Love this Supermarket. I always find everything I need and then some specially boricua products, candy and other items I can take back to the US."
BTA Beach Tennis Arecibo,"924-998 Cll Cruz Roja, Arecibo, 00612, Puerto Rico",,,,(787) 454-3554,+1 787-454-3554,https://www.beachtennisarecibo.com/,Monday: Closed; Tuesday: 2:30 – 7:30 PM; Wednesday: 2:30 – 7:30 PM; Thursday: 2:30 – 7:30 PM; Friday: 2:30 – 7:30 PM; Saturday: 7:00 AM – 5:00 PM; Sunday: 8:00 AM – 5:00 PM,,OPERATIONAL,"924-998 Calle Cruz Roja, Arecibo",77CMF7F5+FC,924-998 (street_number); Calle Cruz Roja (route); Arecibo Pueblo (sublocality_level_1); Arecibo (locality); Miramar (administrative_area_level_3); Arecibo (administrative_area_level_2); Arecibo (administrative_area_level_1); Puerto Rico (country); 00612 (postal_code),
Burén Café,"Arecibo, 00612, Puerto Rico",4.6,194,,(787) 324-0552,+1 787-324-0552,https://www.facebook.com/profile.php?id=100091333675093&mibextid=ZbWKwL,Monday: 6:00 AM – 6:30 PM; Tuesday: 6:00 AM – 6:30 PM; Wednesday: 6:00 AM – 6:30 PM; Thursday: 6:00 AM – 6:30 PM; Friday: 6:00 AM – 6:30 PM; Saturday: 6:00 AM – 6:30 PM; Sunday: 6:00 AM – 6:30 PM,1,OPERATIONAL,Arecibo,77CM98H6+PQ,Arecibo (locality); Hato Viejo (administrative_area_level_2); Arecibo (administrative_area_level_1); Puerto Rico (country); 00612 (postal_code),"The sandwich we ordered was good!
And we got 2pcs bread pad (1.50 each)
The coffee we got is also good.
It's worth the stop. The bathroom is clean.; Nice and cozy. Great sandwiches and pastry.
Definitely try signature coffee drinks.; Stopped by after eating lunch. Close to La Cueva de Ventana. Cashiers were ""sweet"". Coffee was a little more than I would typically pay but good. I ordered the café con dulce de leche and the Carrot cake and tembleque.; A 6 ounce cappuccino and corn bread $6.05. Taste is good. No prices shown anywhere. Ask for prices before ordering.; Excellent food and service"
R.L. MONTE LIBANO NO. 51,"F5PF+PWJ, Cll Vidal Felix, Hatillo, 00659, Puerto Rico",4.5,11,,,,http://glspr.com/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 8:00 – 11:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,,OPERATIONAL,"F5PF+PWJ, Calle Vidal Felix, Hatillo",,F5PF+PWJ (plus_code); Calle Vidal Felix (route); Hatillo (locality); Hatillo (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),Nice building.People are very proud been part of the Freemason institution.; S:.F:.U:.; Lots of Light!; Masonic Lodge; No comment.
Sam's Club,"PR-2 Km 84.2, Hatillo, 00659, Puerto Rico",4.3,2519,,(787) 820-5300,+1 787-820-5300,https://www.samsclub.com/club/hatillo-pr-sams-club/6270,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 10:00 AM – 6:00 PM,1,OPERATIONAL,"Puerto Rico 2 Km 84.2, Hatillo",77CMF6P5+PV,Km 84.2 (subpremise); Puerto Rico 2 (route); Hatillo (locality); Carrizales (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"Never stocked with the products that are readily available at other local stores. Ridiculous floor management. Lines are never monitored for common sense traffic, flow and customer experience. The company in general does not give PR members equal service to the mainland members. Online merchandise and shipping not available either.; I did not renew my membership due to the store not having enough parking and the lines 3 to 4 of them always reaching halfway to the back of the store. I went several times at different hours and days and still long lines, I didn’t even dare to shop on Friday and Saturday knowing how many people show up Sunday to Thursday. Maybe you need more employees to address this problem so the clientele don’t have to stand in line for an hour or more.; I bought cellphone charging cables last night but somehow forgot them in the cart or in the store. I was there at the very end of closing. It sucks bc they are $22. They have very limited organic options. I was disappointed by that. Anyways, I have been trying to call the store but their number doesn’t pick up. I am not surprised. Why have a telephone number that just beeps all the time? Answer your phones please.; Sams at this location is advertising fries and chicken tenders and I ordered fries at the Cafe app!

Guess what! They did not had fries and wanted me to go to customer service made the long line. So I asked for a different item of equal value since it was not worth make the line at customer service, and had cold food on my return to the table.

The lady at the cafe had an attitude and said she could not do that and call a manager. After explaining what we wanted we did not needed the money back, we could have had a soda or something equal value they said NO and wanted me to do a line.

Customer service provided by the manager and employee was deficient and not to the standard of care as other Sam's in USA main land.

There needs to be options if I purchase something and is not available it should said so in the app. They are not doing the job properly and are managing customer care poorly.

I do not recommend this store and won't be shopping here never again.

This would not had happened in USA or Costco!; Temperatures are checked on the way in. Shelves are stocked but the crazy check out lines were a problem. Lines passed the isles into the clothing section. Not enough cashiers open and the flow was not efficient. We spent nearly an hour in the store most of which was waiting in line...to buy water... that's it. Oh then you have to wait in a line to check out pass security to exit as they rescan pretty much everything again and verify it against your receipt. I understand they're controlling theft but there has to be a more efficient. Maybe more than two people can do the job at the same time."
Hatillo Town Center,"111 Calle Club Gallistico, Hatillo, 00659, Puerto Rico",4.5,67,,,,,,,OPERATIONAL,"111 Calle Club Gallistico, Hatillo",77CMF5JG+MF,111 (street_number); Calle Club Gallistico (route); Hatillo (locality); Hatillo (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),It is very nice and relaxing something we needed for a long time.  It will b even better once all the spaces available get occupied by other stores.; Ok; A small shopping village for the whole family to shop!; Not too much to buy.; Had nice sale
Hatillo Kash N' Karry,"Marginal Calle Comercio, Hatillo, 00659, Puerto Rico",4.5,1543,,(787) 898-5840,+1 787-898-5840,http://www.hatillokashnkarry.com/,Monday: 7:30 AM – 8:00 PM; Tuesday: 6:30 AM – 9:00 PM; Wednesday: 6:30 AM – 9:00 PM; Thursday: 6:30 AM – 9:00 PM; Friday: 6:30 AM – 9:00 PM; Saturday: 7:30 AM – 8:00 PM; Sunday: 7:30 AM – 8:00 PM,,OPERATIONAL,"Marginal Calle Comercio, Hatillo",77CMF5PJ+7M,Marginal Calle Comercio (route); Hatillo (locality); Hatillo (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"Finding a parking ,ughhh.  Getting out of it to main road on a busy time ,horrible . Other than that is a great supermarket; Excellent serv
Cood price; It’s clean. They are friendly. If you like to purchase Pantry items for long term storage or you run a Restaurant -towards the back of the store they have big/pantry items you can purchase by bulk.  I like going here especially when they have good prices/sales check out Kash & Karry Shopper PR for Specials; Good old fashion grocery store.; Great variety of groceries, extras and even pet foods.  Fresh local produce nice meats and even wholesale shopping"
La Frutera,"Plaza Del Mar Shopping Center, Hatillo, 00659, Puerto Rico",4.4,225,,(787) 935-7151,+1 787-935-7151,http://www.lafruterapr.com/,Monday: 9:00 AM – 9:30 PM; Tuesday: 9:00 AM – 9:30 PM; Wednesday: 9:00 AM – 9:30 PM; Thursday: 9:00 AM – 9:30 PM; Friday: 9:00 AM – 9:30 PM; Saturday: 9:00 AM – 9:30 PM; Sunday: 9:00 AM – 9:30 PM,1,OPERATIONAL,"Plaza Del Mar Shopping Center, Hatillo",77CMF6M3+MV,Plaza Del Mar Shopping Center (premise); Hatillo (locality); Carrizales (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"Love it, especially during the summer days while in the midst of a heat wave and you need something to freeze your brain off. Fruit is fresh and you get to witness the whole process from start to finish.

Swift service with reasonable pricing makes this my go-to spot whenever I'm done running through Walmart and need a quick pick-me-up.

I usually go for the tropical fruit mix but there's a wide variety of options that can be mixed and matched to your liking for those who are looking for something a bit different.; Very cool smoothie place while your standing in line you won't mind at all...there is so many to choose from you will need a second to decide...I tried the banana, mango with pieces of coconut topping whipped cream and a 🍒...got brain freeze..lol it was so worth it nice time...afterwards comparing smoothies and tasting different ones nice experience...; A must go if you are around this place. Their food is freshly made on the spot. Delicious; Delicious frappes, I try strawberry, mango and pineapple, soooo good! Friendly staff.; Enjoy natural fruit frappes, well choose the fruits and you can even add spinach, DELICIOUS!"
Hatillo Razorbacks Basketball Club,"F5RM+6V8, Cll Marginal Malecon, Hatillo, 00659, Puerto Rico",,,,(787) 638-9337,+1 787-638-9337,,Monday: Closed; Tuesday: 6:00 AM – 8:00 PM; Wednesday: Closed; Thursday: 6:00 AM – 8:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,,OPERATIONAL,"F5RM+6V8, Calle Marginal Malecon, Hatillo",,F5RM+6V8 (plus_code); Calle Marginal Malecon (route); Hatillo (locality); Hatillo (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),
Planet Fitness,"PR-2 Hatillo Town Center, Km. 89.9, PR-130 & No, 1st St, Hatillo, 00659, Puerto Rico",4.6,466,,(939) 777-8705,+1 939-777-8705,http://www.planetfitness.com/gyms/hatillo-pr,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: 12:00 AM – 10:00 PM; Saturday: 6:00 AM – 10:00 PM; Sunday: 6:00 AM – 12:00 AM,,OPERATIONAL,"PR-2 Hatillo Town Center, Km. 89.9, PR-130 & No, 1st Street, Hatillo",77CMF5JG+MP,1st Street (route); Hatillo (locality); Hatillo (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"I've been a customer for years of planet fitness. Finally came the time I could come with my son but sadly I started a new job that didn't let me workout as I wanted. I started to bring my son but they didn't let him workout alone. So they told me that he was able to come alone when he turn 16 y/o. I had paid the annual fee previous month, and asked for a refund. The person told me they don't do refunds but if I come next year (August 2024) they could honor the payment for the year. I wrote so some administrator call me but that didn't happened. I came as were told and now they say they are not going to honor that that I need to pay again. This company doesn't appreciate their customers. They can see all this in their system and can see I pay for no service last year. You doesn't supposed to treat your customers like that. I pay the monthly payments the yearly payment, the gas for a 30 mins trip to my nearest planet fitness and you are not able to honor something you see I paid. That's ashamed. This was Arecibo, PR. And I came from using your clubs since I was living in NC.; I came to P.R. for vacactions and decided to stop at this PF Hatillo. I wishhhh this was the standard accross planet fitness in Colorado. Specifically Colorado Springs. The staff the music. everything was enjoyable and makes you wanna go back to the gym. I think corporate PF should look into this.; Clean and well cared for ….. The best in PR ..; Very neat and clean. Employees awesome; Little overseeing of the proper use of the facilities by staff. There's a 30 min workout area which some people are not using as instructed and are hogging the machines. Most discouraging."
Marco's Pizza,"111 Calle Club Gallistico, Hatillo, 00659, Puerto Rico",4.4,106,,(787) 544-4040,+1 787-544-4040,https://store9062.marcos.com/ordering/home,Monday: 10:30 AM – 10:00 PM; Tuesday: 10:30 AM – 10:00 PM; Wednesday: 10:30 AM – 10:00 PM; Thursday: 10:30 AM – 10:00 PM; Friday: 10:30 AM – 11:00 PM; Saturday: 10:30 AM – 11:00 PM; Sunday: 11:00 AM – 10:00 PM,,OPERATIONAL,"111 Calle Club Gallistico, Hatillo",77CMF5JG+JP,111 (street_number); Calle Club Gallistico (route); Hatillo (locality); Hatillo (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"Seriously Marcos Pizza water bottle $2.25? So sad.; Not usually a long wait, but the pizza is well worth it. Very good customer service with a smile.; The place is in great shape, and most importantly the personnel is really friendly. The pizza is awesome; Went while on vacation great staff cashier realized my Spanish wasn't great and spoke to me in English 👍; Excellent,   great pizza!!  Absolutely amazing service!!!"
Joe & Joe Sandwiches and Bakeshop,"PR-2, Hatillo, 00659, Puerto Rico",4.8,163,,(939) 238-7348,+1 939-238-7348,https://www.facebook.com/joeandjoepr/,Monday: Closed; Tuesday: 6:00 AM – 1:30 PM; Wednesday: 6:00 AM – 1:30 PM; Thursday: 6:00 AM – 1:30 PM; Friday: 6:00 AM – 1:30 PM; Saturday: 6:00 AM – 1:30 PM; Sunday: 7:00 AM – 1:30 PM,,OPERATIONAL,"Puerto Rico 2, Hatillo",77CMF5QW+92,Puerto Rico 2 (route); Hatillo (locality); Carrizales (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"Delightful and delicious. Great menu, lots of options. Artisanal quality. Great value. Cute vibe. 100% recommend. Especially enjoyed pumpkin spice donut, cinnamon (Danish) roll, and everything bagel was fluffy and light. Bravo!; Fantastic food truck with fresh, delicious options! Come early because they sell out quick. We came on Sunday and they had sold out by 12. We tried:

-Cubano
-Breakfast sandwich
-Montecristo
-Bori Ham Grilled Cheese
-Cappuccino
-Latte

Everything was amazing! The mallorca bread was so soft and the sourdough was on point.
They have tables on the side if you want to eat there.; Do not miss this unassuming food trailer on the side of PR-2 in Hatillo. Their amazing artisan bread and baked goods are freshly made with love each day. Excellent coffee. Large portion sizes for the price. I suggest trying the Bori ham and grilled cheese, the breakfast sandwich and make sure you go early so you can grab one (or, in my case-two) of their giant chocolate chip cookies-they are legendary.; Super yummy, small batch baked goods! Their bread is the best tasting artisan bread I've ever had. And their prices are great (specially if you compare them to similar shops in the metropolitan area); Delicious food, bread, and danish.  You have to get there early, they sell out fast!"
Club Civico,"PR-119, San Sebastián 00685, Puerto Rico",,,,,,,,,OPERATIONAL,Puerto Rico 119,77CM82F8+99,Puerto Rico 119 (route); Culebrinas (administrative_area_level_2); San Sebastián (administrative_area_level_1); Puerto Rico (country); 00685 (postal_code),
Sam's Club Cafe,"PR-2 Km 84.2, Carrizales, Hatillo 00659, Puerto Rico",5,1,,(787) 820-5300,+1 787-820-5300,https://www.samsclub.com/club/hatillo-pr-sams-club/6270?CAF=aL,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: 10:00 AM – 6:00 PM,,OPERATIONAL,"Puerto Rico 2 Km 84.2, Carrizales",77CMF6P5+MH,Km 84.2 (subpremise); Puerto Rico 2 (route); Carrizales (locality); Carrizales (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),
Cancha De Capaez,"F54P+9CM, Hatillo 00659, Puerto Rico",4.2,25,,,,,,,OPERATIONAL,F54P+9CM,,F54P+9CM (plus_code); Capáez (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"The best ⛹‍♂️basketball 🏀 court of all Hatiilo; Great; Parking nearby! Bathrooms in good condition. No soap, 😔, easy access!; Excellent Basketball Tournament starts on October 24; Very clean place and suitable for family."
La Isla Bakery,"Cuchí 1, Hatillo 00612, Puerto Rico",4.5,255,,(787) 880-8031,+1 787-880-8031,,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 7:00 AM – 9:00 PM,1,OPERATIONAL,Cuchí 1,77CMC65G+JJ,Cuchí 1 (neighborhood); Campo Alegre (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00612 (postal_code),Friendy owners. Best bread in the area and best sweets.  Place is well kept and clean.  They serve Puerto Rican lunches and delicious sandwiches. .; Super nice people and pretty cozy place.; The best service  The bread and pastries by Chef Fernando are always fresh and delicious. The have great breakfast and lunch specials too!; The breakfast and lunch and fresh bake bread all  delicious. I'm; baked pastry and birthday cakes and hot sandwiches and fresh coffee. great place for quick lunch. friendly and good service.
Krispy Kreme,"2 Plaza del Norte, Hatillo, 00659, Puerto Rico",4.6,1555,,(787) 680-2280,+1 787-680-2280,http://www.krispykreme.com/,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 7:00 AM – 11:00 PM,2,OPERATIONAL,"2 Plaza del Norte, Hatillo",77CMF6JJ+M9,2 (street_number); Plaza del Norte (route); Hatillo (locality); Carrizales (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"I asked for half of dozens, and when I arrived home, they gave me 4 doughnut and none of the ones I ordered. Also, the employee seems to have a bad day. There was no greeting, and hospitality seemed upset. Paid around $11 for 4 doughnut and a mini can of Coca-Cola. I should've checked the box before leaving the establishment.; Donuts are fresh, made daily.  They have a lot of different filling like Guava, cream cheese,  Guava Cheese, Churros, 3 leche, Nutella, glaze,  chocolate and a lot more. The Nutella one didn't taste much like Nutella, the cheese one was ok, 3 leche was to wet inside. I rather prefer the basic flavors. Glaze,  powder sugar, Guava and cheese.
They're good but not that good; Awesome customer service and amazing view. Place it's really cleaned; Good doughnuts but there over priced.; Great for Coffee and any type of doughnuts!
Great atmosphere! Very neat!"
"Las Mascaras De Hatillo, Hatillo, PR","F5MG+CPW, Hatillo, 00659, Puerto Rico",3.8,12,,(787) 898-3840,+1 787-898-3840,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"F5MG+CPW, Hatillo",,F5MG+CPW (plus_code); Hatillo (locality); Hatillo (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"Unfortunately the festival was canceled this year because of the pandemic. This is a monument to the festival. The area is nice and a pretty place to take pictures. Short walk from the Plaza de Recreo.; Unorganized and drinking beers and throwing bottles and cans onto the side of the road. A lot of wasted time in between. Sitting there waiting 20 to 30 minutes for another group to show up and litter. Last year a guy fell off the top of their vehicle and ambulance had to come. Also there was 2 brothers that were shot and killed.
Went today and nothing changes. People throwing beer cans and shaving cream cans onto the street.
Spent 7 hours waiting for my daughters group to come by and nothing. From 8am to 10am was really busy then from 10am till 2pm just 2 jeeps road by so I drove home.; Terrible disorder! They have no respect! Drinks and alcohol without restrictions. I don't recommend it.; Excelente evento.; 7th unique tradition linked to those emigrants from the Canary Islands, in reality, as always, Puerto Rico does it better!!!🤘🇵🇷😉"
The Bookmark,"F6JJ+X3, Hatillo 00659, Puerto Rico",4.7,306,,(787) 544-0214,+1 787-544-0214,https://thebookmarkpr.com/,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 8:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 11:00 AM – 7:00 PM,,OPERATIONAL,F6JJ+X3,,F6JJ+X3 (plus_code); Carrizales (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"Love the selection of books, the coffee and new location in San Patricio. Sometimes I buy a book, other times I go for espresso. I always like the ambience. The employees are attentive and funny. At least the one that helped me yesterday!; The review commends for consistently delivering outstanding coffee, characterized by its rich and flavorful taste. The ambiance is described as warm and welcoming, with comfortable seating, soft lighting, and pleasant background music, making it an ideal setting for both work and leisure. The staff receive high praise for their efficiency and genuine friendliness. Their expertise in coffee is noted, and they are always willing to assist in choosing the perfect brew to suit individual preferences.In addition to the exceptional coffee, the selection of freshly baked pastries and goods is highlighted as a delightful accompaniment to the beverages. I appreciates the attention to cleanliness and maintenance.The convenient location is mentioned as a key factor, making it easily accessible for both locals and visitors. The reviewer concludes by stating that the coffee shop provides more than just a caffeine fix; it offers a comfortable and inviting space to unwind or be productive. This combination of great coffee, friendly service, and a welcoming atmosphere makes
a preferred destination for me.; Pretty nice place to stay.

It is a book store with tables and seats to have a tea, coffee or soft drinks, plus some pastries.
Coffee is good, better than any coffee from Starbucks.
(Sorry, but Starbucks coffee is awful); I love the place and atmosphere. They have a good selection of books, gifts, and excellent coffee, specially for the alternative milks (plant based, vegan or vegetarian); Beautiful view, amazing selection of Spanish and English books as well!  Beautiful. Clean.  Well knowledgeable employees.  Would do business here again!"
Starbucks,"F6P3+CR, Hatillo, 00659, Puerto Rico",4,266,,,,http://www.starbucks.com/,Monday: 6:00 AM – 9:30 PM; Tuesday: 6:00 AM – 9:30 PM; Wednesday: 6:00 AM – 9:30 PM; Thursday: 6:00 AM – 9:30 PM; Friday: 6:00 AM – 9:30 PM; Saturday: 6:00 AM – 9:30 PM; Sunday: 8:00 AM – 9:30 PM,2,OPERATIONAL,"F6P3+CR, Hatillo",,F6P3+CR (plus_code); Hatillo (locality); Carrizales (administrative_area_level_2); Hatillo (administrative_area_level_1); Puerto Rico (country); 00659 (postal_code),"As always great Starbucks

Only thing is that we didn’t ask for the receipt and the wifi password was there, unfortunately they didn’t gave me a code so I just had to buy something else.

But great location, clean bathrooms and friendly staff; The store is almost always full. The beverages are a bit expensive. Flavor wise I got the strawberry and cream Frappuccino and it wasn’t that good. It’s mostly full of teens very popular so far and it has a drive through. It could use some cleaning but it was decent.; I had to ask more than once in Spainish and Engrish for an inch of cream gesturing with my fingers and a dollar in the tip jar. The fact cream is simular is several languages is confusing to me. Was charged full price for a refill' spent over $10 for one coffee, refill, and a everything bagel with cream cheese.; Friendly service. Clean store.; Drive-thru: Terrible service. This girl should not be attending customers. I went through at 2:15 pm, at the window all I ask was if she can include one more panini. She was quick to respond that she is not suppose to do it but she will do it only because there's not many customers. Then when she gave us our food she literally swang the bag out the window while not even looking at us because she was talking to another co-worker. If you are having a bad day or don't like your job simply don't go to work."
