Name,Address,Rating,User Ratings Total,Place ID,Phone Number,International Phone Number,Website,Opening Hours,Price Level,Business Status,Vicinity,Plus Code,Address Components,Reviews
Sky Mart,"1924 Sam Rittenberg Blvd, Charleston, SC 29407, USA",,,,(843) 641-0037,+1 843-641-0037,,Monday: 6:30 AM – 9:00 PM; Tuesday: 6:30 AM – 9:00 PM; Wednesday: 6:30 AM – 9:00 PM; Thursday: 6:30 AM – 9:00 PM; Friday: 6:30 AM – 9:00 PM; Saturday: 7:00 AM – 9:00 PM; Sunday: 8:30 AM – 7:00 PM,,OPERATIONAL,"1924 Sam Rittenberg Boulevard, Charleston",864XQXXG+57,1924 (street_number); Sam Rittenberg Boulevard (route); West Ashley (neighborhood); Charleston (locality); Charleston County (administrative_area_level_2); South Carolina (administrative_area_level_1); United States (country); 29407 (postal_code); 4826 (postal_code_suffix),
Pilot Travel Center,"7001 GA-21, Port Wentworth, GA 31407, USA",3.7,2414,,(912) 964-7006,+1 912-964-7006,https://locations.pilotflyingj.com/us/ga/port-wentworth/7001-highway-21,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"7001 Georgia 21, Port Wentworth",864W5RQ3+8Q,7001 (street_number); Georgia 21 (route); Port Wentworth (locality); Chatham County (administrative_area_level_2); Georgia (administrative_area_level_1); United States (country); 31407 (postal_code),"Pilot Flying J allows personal parking spots? A lot of 4-wheelers parked on truck spots.
Feels like a 3rd world country when pulling into this truckstop. There is no room to park in the daytime. Forgot about coming here for the night stop.; Shower was perfectly good.
Low stars is the fact there are 4 wheelers parked in the truck lot. It would be real easy to contract with a local tow company to come through once or twice a day and remove any cars in the truck area. If you really want to warn them first maybe a large sticker that says ""not a truck"". When I say sticker I am being polite about it.; Where to begin.  This store is THE REASON why I will NEVER return to ANY Pilot / Flying J.  This was the WORST experience of my life.

Came in for a coffee and they were out of cream.  I waited for the employees to finish their conversation at the front, once I got a chance to speak, I asked if they had any half & half.

I was cut off and a guy in a vest told me that they only had the small cups, BUT THEY WERE OUT OF THEM TOO.

I found a stocking trolley full of creamers and I stocked their cream section. I then paid 5.33 for 2 coffees and for volunteer work.

There is no manager here because the dirty bathroom was much cleaner than the store.

In short:  RUN AWAY FROM THIS LOCATION & AVOID PILOTs FROM NOW ON!!!; I have never seen such unpleasant, rude and abnormal people as the security guard and the women at the checkout!!! A SHAME!!!!! Hey normal people, better drive around this gas station!!!!!!!!!; People get lazy, I know how doing showers especially when busy when the truckers come in but stay  on top of it/take pride in your jobs. Being a driver it’s not easy and it wears you down.

These piks are taken before I took my shower the floor wet, trash in the bin

CLEARLY THE FLOOR IS NOT SWEPT WHO KNOWS IF THE TOILET WAS SANITIZED

Still left a lil tip"
Love's Travel Stop,"340 Longs Pond Rd, Lexington, SC 29073, USA",4.1,869,,(803) 957-7856,+1 803-957-7856,https://www.loves.com/locations/424,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"340 Longs Pond Road, Lexington",865WWPF5+GM,340 (street_number); Longs Pond Road (route); Lexington (locality); Lexington County (administrative_area_level_2); South Carolina (administrative_area_level_1); United States (country); 29073 (postal_code),"I stopped here after two failed attempts to get gas after being stranded in eastern Georgia after Hurricane Helene.  The staff were outside doing an amazing job answering questions and giving directions so everyone could get the gas and supplies they needed quickly.  Amazing job. Thank you so much from this weary traveler.; Clean new location, not much truck parking. Showers clean good flow and hot water. Nice staff; As a retired Supply Chain consultant, who now live in the Aiken SC area. As you probably know we have lost all power here and Loves exit 51 is the nearest gas available. After being confronted by 3 to 5 hour lines. Your people have done an amazing job of processing and managing traffic and service flow, second to none! Great job!
Warm regards
John F Kaylor; Professional and courteous people working the fuel desk. This is a very nice Loves! The ladies restroom was clean as well as the inside of the store.  Well stocked with every snack and sodas you could possibly think of wanting to buy.  They have Chester's  (of course!) and a McDonald's.  For those of you that have furbabies, they have a dog park right beside the building. Clean showers and a hug parking area for truckers.  Outstanding!; Just stopped in to get fuel and coffee. Truck drivers pulled up after fueling several decided to take their 30 minute break so I was stuck in the fuel island for 20 .minutes after fueling my truck. I pulled up when I could. Went in to get my coffee was in there less than 5 minutes. I come out to a loves worker yelling at me to move my truck saying I was sitting there too long . I will never step foot in this loves again. 18 yrs of driving I've never been treated so disrespectful."
Love's Travel Stop,"4238 Old Dobbins Bridge Rd, Fair Play, SC 29643, USA",4.1,948,,(864) 287-5589,+1 864-287-5589,https://www.loves.com/locations/387,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"4238 Old Dobbins Bridge Road, Fair Play",866VG23Q+XH,4238 (street_number); Old Dobbins Bridge Road (route); Fair Play (locality); Anderson County (administrative_area_level_2); South Carolina (administrative_area_level_1); United States (country); 29643 (postal_code),"They were more than helpful. The employees Darius Green went over and beyond his duty to help me. The store and showers were clean and they was really friendly. Loved going there. It actually made my day better.; It's not bad. Parking can be a bit tight but overall, it's clean, food is edible and the people are Love's friendly.; This is a fast paced environment and there is usually lots of people in and out all the time.. but as a local I don't appreciate those 2 employees following us around the entire time I was looking around very rude and very unprofessional btw all I did was open the beer cooler and shut it back. And I was watched the rest of the trip guess what loves I don't have to steal u missed out big time the old man was going to spend some cash but that's ok we took our money where it was appreciated and welcomed do better loves; Great Loves from regular car driver perspective)not truck driver) The bathrooms are clean, the showers are clean, the store looks clean, the merchandise and food section are all stocked very well, and the customer service from the staff is very friendly. The only downside from this Loves Truck & Travel Stop location is that they only have one food merchandiser what is Arby’s. Nothing wrong with Arby’s, but I always try to find something to eat what is fresh and not fried food from one of the fast food chains. Because of Covid no one sells salads anymore besides Subway. Most Loves have a Sub way but east of the United States it’s less common.; This review is STRICTLY about the mgr MEGAN. She is rude and very inconsiderate. I called today to see if I left my wallet and someone maybe turned it in.  (Yes that would be my fault) but for her to just not even physically check... the office, lost and found or even a drawer that yall keep lost things in is beyond me! I hope she never loses anything and is treated the way she just did me. Horrible mgmnt and customer service skills. Maybe get some one that cares about your customers to work there as if it wasn't for us they would have no job. Other than her.. great store."
Mr. Fuel Travel Center,"1504 Dean Forest Rd, Savannah, GA 31408, USA",3.8,743,,(912) 964-5280,+1 912-964-5280,https://pilotflyingj.com/stores/,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"1504 Dean Forest Road, Savannah",864W3RC2+R2,1504 (street_number); Dean Forest Road (route); Savannah (locality); Chatham County (administrative_area_level_2); Georgia (administrative_area_level_1); United States (country); 31408 (postal_code),"Worse stop ever... 2 out of 5 pumps work and there is only one shower and no hot water and cold air blasting inside.. the shower is filthy and broken down. I would expect higher standards when they have less ammenenties then ever other stop.. ONE SHOWER and they can not keep it clean or maintain it.
Staff aggressive with truck drivers.No bobtail parking/WORSE STOP EVER.!; I work a lot of crazy hours I found this subway 24 hours have the best sandwiches the best salads and the hospitality is so freaking wonderful passing through stop over the cheese bread is my favorite love it   the manager I like her because she’s funny but everything in that store specially subway it’s very clean; Don't use a cat scale here. The fuel line is always stuck with the truck and you can't get out.; Worst place ever and the employees are unprofessional. I will never come here again. The pump wasn't working to do mobile fueling and it was only 3 pumps that was working and my fuel spilled too.; Only 1 shower, rusted but gets the job done! No overnight parking for POV/travelers. Just head down the street to the loves, you’ll get a more quality experience"
ONE9 Travel Center,"12818 SC-56, Clinton, SC 29325, USA",4,1629,,(864) 833-4555,+1 864-833-4555,https://locations.pilotflyingj.com/us/sc/clinton/12818-highway-56-north,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"12818 South Carolina 56, Clinton",866WG45R+MQ,12818 (street_number); South Carolina 56 (route); Clinton (locality); Laurens County (administrative_area_level_2); South Carolina (administrative_area_level_1); United States (country); 29325 (postal_code),"Parking is free and they have showers and Subway.  Not many parking spaces but I found one behind the store.

There are a few parking spaces in back of the store that requires blind siding.  So it’s likely to be empty.

Make sure you check behind the store before giving up.  (If you can blind side)

Cat Scale.

Nice and clean little Travel center and the people working had great attitudes.

I delivered here in Clinton so I’m thrilled they were here!; I have visited this station many times over the years. They have consistently had good gas & diesel prices. Restrooms aren’t what they once were, but still above average.  Good variety of snacks, some hot food & travel/truck supplies. Good truck lanes out back for larger rigs. Subway counter inside, but no indoor dining seats.; Older stop but nice. Staff was super nice. Store well stocked, coffee was so so. I couldn't tell how much truck parking there was.; Val is not a nice lady. She is a very crabby person. She had an attitude when checking out my items. I bought two 1 liter bottles of Pepsi and she threw a temper tantrum when I made her scan one bottle twice instead of both bottles individually. She tried to give me a bag when I told her I didn't want one. Maybe she just doesn't like Mexicans.; Simple yet adequate. Truck driver here so was more concerned about parking. Subway is the food option."
Spinx,"220 E Greer St, Honea Path, SC 29654, USA",3.5,40,,(864) 369-7230,+1 864-369-7230,https://www.myspinx.com/220-east-greer-street/,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"220 East Greer Street, Honea Path",866VCJW5+5Q,220 (street_number); East Greer Street (route); Honea Path (locality); Anderson County (administrative_area_level_2); South Carolina (administrative_area_level_1); United States (country); 29654 (postal_code),"Do not use this Spinx if you are using upside discount app because you have to go in and get a receipt every time and management does not seem to care. You can get the same discount are better at other locations where you can get a receipt at the pump; It was a live roach crawling all over the Lil Debbie Zebra Cakes...OMG. I will never shop there ever again. Lady got mad because i pointed it out...SMH. She have just apologize and removed the live roach.; Usually has a pretty good selection but I bought 2 products last night and just figured out they are 6 months out of date and tasted awful. This can make someone sick!
Product: Big Mama Pickled Sausage; The staff is always friendly and helpful. Usually interact with 1st shift who are all great. Been at night a few times and the man is always polite and friendly too.; The bathroom at my house is currently not really working right so me and my friend had to go 10 minutes up the road to the Spinx to use the bathroom while I was there I was going to buy myself a couple packs of cigarettes she went into use the bathroom and I had to use the bathroom too. So when we got out of the bathroom she went straight to the car and I went to the counter to buy cigarettes the woman refused to sell me cigarettes because I came into the store with another person and said person did not have her ID on her.She was on her phone talking to someone and was very rude as well.
Bathrooms were nice though."
Liberty Mini Mart,"2929 Liberty Way, McKeesport, PA 15133, USA",4.8,22,,(412) 660-3958,+1 412-660-3958,http://libertyminimart.com/,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 7:00 AM – 9:00 PM; Sunday: 7:00 AM – 9:00 PM,,OPERATIONAL,"2929 Liberty Way, McKeesport",87G284GV+3C,2929 (street_number); Liberty Way (route); McKeesport (locality); Allegheny County (administrative_area_level_2); Pennsylvania (administrative_area_level_1); United States (country); 15133 (postal_code); 2717 (postal_code_suffix),"I stopped in today to get a Italian hoagie. I must say it was delicious and it was fresh. I definitely will stop back again. I also played the lottery when I was there. The guy that took care of me was nice and polite and friendly.; What a nice addition to our little community. The guys working are always nice. My kids love the selection of snacks, treats, and drinks. Try their italian hoagie also. They make fresh sandwhiches daily and they are delicious! Stop in today, you will not regret it!; Visited here for the first time. Very nice place. Very clean. Excellent selection of items and snacks.I had a Italian sub made to order. Excellent taste and reasonable price. Nice that they have hot food and breakfast sandwiches. Can't wait to come back and try some more off the menu.; I had the Godfather hoagie, really delicious. My friend picked it up for me, I told her a 1/2 and she got me a whole! Boy am i glad she didn’t listen to me.😂😂 i will definitely be back and trying some of the others.; We’ve had the breakfast sandwiches and freshly made hoagies. They are absolutely delicious!"
Murphy USA,"8599 Rivers Ave, North Charleston, SC 29406, USA",2.7,74,,(843) 553-1178,+1 843-553-1178,http://www.murphyusa.com/,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,OPERATIONAL,"8599 Rivers Avenue, North Charleston",864XXX74+V3,8599 (street_number); Rivers Avenue (route); North Charleston (locality); Charleston County (administrative_area_level_2); South Carolina (administrative_area_level_1); United States (country); 29406 (postal_code),"Rude people..no type of customer service at all. No smile..no hi...no have a good day...no thank you. If you hate your job then find ANOTHER ONE...DUH
your mad but your the one who filled out the application.. make it make sense. Just like these WORKERS AT drive thru fast food places... RUDE; Had a long, rough day and my brain isn’t working on full steam. Went to get gas but the systems were down so they were accepting cash only. When I said “oh no,” the guy behind the counter said “oh no,” mockingly back at me. Ignored it. In my clouded mind I associated “cash” with my debit card so I put my credit card away and went to use my other card. The lady at the register said in a loud, rude tone, “cash only!” I ignored the rudeness again and asked instead if they accepted Apple Pay because I’ve encountered situations before where it was simply that the card reader wasn’t working but Apple Pay was. The lady then, louder and with even more attitude, said, “CASH ONLY!” I told her that she had great customer service and walked out. Wonderful gas station, 10/10 would recommend.; Pump failed to read my debit card. Coming here was a waist of time.; Please IGNORE the negative reviews about this gas station. YES i agree it was totally wrong for the former gas station manager to call 911 on the group of kids that what they were trying to do that day.  that was the former managers issue and not the gas station in general. there are great people that works there that had nothing to do with what went on that day.  i do not work there, i am just trying to promote a friendly place and cheap place to go get gas. the best place in town to go.; The ABSOLUTE worst place to ever stop and get gas. The manager is racist and likes to call police on Black people who are just trying to get snacks. I no longer feel comfortable coming to this gas station because i fear, i will be targeted next. Very disappointed. The white woman in the video should be fired and offer a public apology. A true disgrace to the Murphy name"
Love's Travel Stop,"2 Sonny Perdue Dr, Garden City, GA 31408, USA",3.2,111,,(912) 645-9651,+1 912-645-9651,https://www.loves.com/locations/893,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"2 Sonny Perdue Drive, Garden City",864W4R34+65,2 (street_number); Sonny Perdue Drive (route); Garden City (locality); Chatham County (administrative_area_level_2); Georgia (administrative_area_level_1); United States (country); 31408 (postal_code),"One of the best travel stops in the US…
Plenty of well maintained restrooms.; Congratulations Love's Garden City Georgia employees and managers stepping up to the plate and hitting a home run for all of us here truckers and residents...showers and food and fuel.
You show what it means when the going gets tough the tough get going.  I suppose it's always been that way here in Georgia but we all appreciate you very very much. Y'all come back now!; Staff was friendly and it was easy to find parking on the passenger vehicle side. The tractor trailer area looked pretty full when we got there around 10:00; My star goes to the Manager who allows Local Drivers to park their private cars in the truck parks so as not to lose their position as if they were paying for that service or perhaps the Love's Corporation needs to investigate the Manager for letting private cars park (Four wheels) in the 18-wheeler truck spots. They come in the morning, take out their 18-wheeler and park their private cars in the same spot…In the video you can see the Jeep in the photo leaving for the 18 wheel to park, I don't think it's fair for a local to occupy a parking lot in this way as if it were his property; Google reviews from the public OTR, I guess Loves Travel Center has answered your concerns and made an update no passenger vehicles parked at the truck parking lots Bobtail parking spot are parked at it’s spots, and trucks with trailer spots are halfway empty. Good Job Team"
Pilot Travel Center,"4091 Jimmie Dyess Pkwy, Augusta, GA 30909, USA",4.1,1150,,(706) 860-6677,+1 706-860-6677,https://locations.pilotflyingj.com/us/ga/augusta/4091-jimmie-dyess-parkway,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"4091 Jimmie Dyess Parkway, Augusta",865VFVJ9+2J,4091 (street_number); Jimmie Dyess Parkway (route); Augusta (locality); Columbia County (administrative_area_level_2); Georgia (administrative_area_level_1); United States (country); 30909 (postal_code),"Stopped to take my first shower at a truck stop during Hurricane Hellene and Milton on 10/9/2024.
Staff were amazing and helpful, the shower cleaning guy does an excellent job by keeping the showers clean after EVERY use. I am extremely grateful and impressed on how clean and nice these showers were. Felt like a brand new woman when I got done taking a shower!
Due to me not having the Pilot points (we don’t have Pilot in the town I reside) the shower was $17. BUT WELL WORTH THE WHOLE $17!
I had my own personal items, however, they had soap, towel, washcloth and shampoo in the washroom when you arrive.; morning without breakfast (unfortunately 8:00 there are no tasty hot burgers, etc.; Small station with trucks parked in every direction. Only a few diesel lanes but no DEF at the pumps? Inside restrooms were small and could use attention.  Staff on the Pilot side was polite and quick to assist when asked a question. There is a Subway inside, but the lines pretty long at lunchtime.; Diesel pumps didn't want to pump, Handles on both sides were defective and would cut off every second if you go past the sweet spot which was near impossible to hold due to being so sensitive. No DEF. Tiny lot. Didn't go inside. Sketchy people walking around, Bro walking around mumbling and throwing gang signs doing a bad attempt at crip-walking. Just another moment in Augusta, I'll just fuel in SC.; Poor customer service, the outdoor terminals do not accept the Fuelman credit card. I went inside to pay at the counter, as I do at all other Pilot/Flying J stations, but the employee said she could not accept my corporate Fuelman card at the counter. She told me that she could only fuel diesel, but I need 87 octane gasoline. At all other stations, I've always been able to pay at the counter with no issues. She also told me that I could fill up at a nearby Circle K. I hope management takes steps to resolve this issue. This occurred on May 26th at around 1:05 AM."
Enmarket,"3 Palmetto Bay Rd, Hilton Head Island, SC 29928, USA",2.9,17,,(843) 842-4336,+1 843-842-4336,https://enmarket.com/location/?store_id=848?utm_source=google&utm_medium=organic&utm_campaign=Yext,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"3 Palmetto Bay Road, Hilton Head Island",864X564P+JC,3 (street_number); Palmetto Bay Road (route); Hilton Head Island (locality); Beaufort County (administrative_area_level_2); South Carolina (administrative_area_level_1); United States (country); 29928 (postal_code),"I got water from there an it was only outside in the heat, the water tasted absolutely disgusting. I would recommend not getting any water from this establishment.; It's small but has alot to get the staff is absolutely wonderful 😊
Car wash is amazing also; One of the pumps has a cut in the hose and sprays all over you and the car. Unfortunately I don’t remember the pump number but when we tried to go in to let them know, there was a sign on the door that said “bathroom be back”. We waited for more than five minutes and checked the restrooms but no one was there.

This happened at 5:10pm on 8/9/2023.; I bought ice and a soda I was charged 6 dollars by a woman who said she hate her job and wanted to leave. I ask her for help but she was on her phone the whole time. I went back for my receipt and ask her for my full change, then she came out screaming. There was no one in the store but me. It seems everyone wants to rip u off here in hilton head. I am never coming back here.; I am generously giving this establishment two stars instead of one, because I still appreciate Blan, and what this place used to be. In the past 12 months this convenience store has turned into so much of a dumpster fire that I am surprised it isn't a hazard to the gas pumps. complaint 1: the staffing, bring blan back. complaint 2: the bidis are fake. I used to enjoy a quality solar bidi stick from behind the counter that would bring me Nic buzzes and joy for at least 4 days. Now? Well now - I can't even promise you the device will rip once. It is appalling, offensive, and a disgrace to this island. AND THE B**** W THE SP*RM EYEBROWS WONT LET YOU RETURN A DEAD ONE.  RIP BLAN."
Kroger,"2452 Morosgo Way NE, Atlanta, GA 30324, USA",4.2,1087,,(404) 946-0438,+1 404-946-0438,https://www.kroger.com/stores/grocery/ga/atlanta/lindberg/011/00626?cid=loc_01100626_gmb,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,2,OPERATIONAL,"2452 Morosgo Way Northeast, Atlanta",865QRJFM+5J,2452 (street_number); Morosgo Way Northeast (route); Buckhead (neighborhood); Atlanta (locality); Fulton County (administrative_area_level_2); Georgia (administrative_area_level_1); United States (country); 30324 (postal_code),"The Kroger store at Lindbergh is pretty good. The store is mostly clean and the associates working here are helpful too. This also still has some counters where they check you out so that’s good if you are planning to buy a slot of stuff. All in all pretty good for a kroger; Kroger is my favorite place to grocery shop, but this location has a customer service problem. I was insulted by one of the employees and then when I confronted her about it she tried brushing it off as a joke and told me I shouldn't be so serious. No one was laughing at the so called ""joke""; not even the employee who made it. I thought jokes were supposed to be funny, even the insulting ones. What she said to me was plain rude and uncalled for. Even another customer commented to me about how rude it was. What did I do to warrant that type of mistreatment? Nothing.; If you like sandwiches with filthy and infested lettuce make sure to always buy sandwiches here at this Kroger 😀 if not go to Publix at least their subs are consistent and higher quality. Super disgusting and can’t believe no one double checked the handling of the sandwiches. Will never come here again.; Edwin in the pick-up department has very bad customer service. They canceled my order without notification. And Edwin being the department lead didn’t want to talk on the phone to explain why they canceled the order. I won’t be doing pick-up service anymore. The store Manager has great customer service though!; This Kroger over at 2452 Morosgo Way, Atlanta, GA i say been in the area for more than 10 years, when the community was changing the areas was rough at the time, but now it wonderful,  now they are selling wines with snoop dog on it check it out & the time for them is 6AM-11PM"
Shri Om Fuel Point,"W372+MP, Marora, Haryana 122108, India",4.9,56,,099911 19556,+91 99911 19556,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,OPERATIONAL,"W372+MP, Marora",,W372+MP (plus_code); Marora (locality); Nuh (administrative_area_level_3); Faridabad Division (administrative_area_level_2); Haryana (administrative_area_level_1); India (country); 122108 (postal_code),AWESOME 👌 A good place for quality fuel and service with good employees; Must petrol pump h bhai; Nice fuel; Good fuel; Very good
Castrol Service - Suraj Automobile,"More, near Punjab & Sindh Bank, Punhana, Ferozepur Jhirka, Haryana 122508, India",,,,098137 00626,+91 98137 00626,https://www.castrol.com/en_in/india/home.html?utm_source=locator&utm_medium=googleplaces,Monday: 8:30 AM – 8:00 PM; Tuesday: 8:30 AM – 8:00 PM; Wednesday: 8:30 AM – 8:00 PM; Thursday: 8:30 AM – 8:00 PM; Friday: 8:30 AM – 8:00 PM; Saturday: 8:30 AM – 8:00 PM; Sunday: 8:30 AM – 8:00 PM,,OPERATIONAL,"near Punjab & Sindh Bank, More, Punhana",7JVVV664+Q8,Punjab & Sindh Bank (landmark); More (route); Punhana (locality); Ferozepur Jhirka (locality); Nuh (administrative_area_level_3); Faridabad Division (administrative_area_level_2); Haryana (administrative_area_level_1); India (country); 122508 (postal_code),
Bush's BP,"247 Main St N, New Ellenton, SC 29809, USA",4.8,37,,(803) 652-2394,+1 803-652-2394,,Monday: 7:30 AM – 5:00 PM; Tuesday: 7:30 AM – 5:00 PM; Wednesday: 7:30 AM – 5:00 PM; Thursday: 7:30 AM – 5:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,,OPERATIONAL,"247 Main Street North, New Ellenton",865WC8C7+HM,247 (street_number); Main Street North (route); New Ellenton (locality); Aiken County (administrative_area_level_2); South Carolina (administrative_area_level_1); United States (country); 29809 (postal_code); 2523 (postal_code_suffix),"Best service I have had in a long time.  It was so refreshing to deal with someone who cared.  They did a great job fixing my car at a reasonable price.; My neighbors highly recommended Bushes’s Auto Repair Shop to me when I needed new brakes.  I met with Mr Bush and he not only did the Brakes, but checked everything else out for me.    He is very knowledgeable and professional.  I will return to his Shop for any other auto needs in the future.; I met Mr. Bush and his sister-in-law after the passing of my father. I inherited Daddy’s car and had to be sure that it would make the 6 hr. drive to coastal NC. He worked us in, throughly checked the car, discovered dry-rotted tires, and sold us 4 new ones. All for a fair price! Highly recommend!!; I primarily get oil changes from Walmart, but recently, my car needed to have some major repairs. I took it to a shop in Augusta as it was closer to my job to have it diagnosed and was told that the repairs would be approximately $2,500. They listed numerous unecessary services/repairs-of course I declined the service. I moved to Aiken about three years ago and remember my dad talking about Bush's Automotive and I pass it on my wy home. I stopped in and spoke to Mr. Bush regarding the repairs and I was pleasantly impressed. He thouroughly explains the parts necessary for the repairs and offers a fair price. He takes pride in his work and is fair and honest. It is refreshing to find that there are still honest people in the world who aren't out to take advantage and rip off the public. I am so glad to have found Bush's Automotive as this is the new ""hospital"" that my car will be going to if/when it gets sick. :) God Bless; He's such a great mechanic, but also a kind man. I waited until I've been to him multiple times to leave a review and this is my honest opinion. The things that personally stand out the most to me (aside from the fact that he does great work) are his honesty, integrity and respect. I have had many encounters in the past with male service people who either treat me as if, because I'm female, I have an inability to comprehend what they're saying, and / or try to take advantage of me financially, assuming that I don't know general costs and won't know the difference. This gentleman has never done that, and as a matter of fact, he's recommended against doing things that I wanted to do, things that he didn't feel would be effective or solve a problem, when he could have just agreed for a quick buck. I have a LOT of respect for this. So yes, by all means, bring your vehicles here, knowing that you are in the hands of someone who cares. Thank you."
Mineola Auto Service Center,"196 Mineola Blvd, Mineola, NY 11501, USA",4.8,103,,(516) 741-1664,+1 516-741-1664,https://www.mineolaautorepair.com/,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 8:00 AM – 3:00 PM; Sunday: Closed,,OPERATIONAL,"196 Mineola Boulevard, Mineola",87G8P9W5+47,196 (street_number); Mineola Boulevard (route); Mineola (locality); North Hempstead (administrative_area_level_3); Nassau County (administrative_area_level_2); New York (administrative_area_level_1); United States (country); 11501 (postal_code),"i work in a doctor office near to this workshop.
2 times i take my father in laws honda accord 2008 for oil change.
it was very convenient all staffs are very greetful with me.i rop off and after my work i took it even though they close at 5 your car will be safe there .their will be someone else to take care of it nice place.
i went their without knowing this place.i would recommend this place for your car service; They are very conniving. I went in there woke up early in the morning drove down to get an inspection and the first thing he did was look the car up and down looking for anything you can find with a nice brand new big set of tires sitting outside he decided he wanted to tell me before even doing an inspection that my tires won't pass and I need to get new tires otherwise forget it knowing that my inspection is up in a couple days because I told him that and they saw it brand new stack of 10 tires sitting in front of the place of course he's going to say I need new tres. If it wasn't tires it would be wipers and if not wipers it will be something else because they don't make money on inspections define ways to scam people and buying something else to make money nice shop guys; Never used their services, but pulled in to put air in my tire the other day. Asked an employee if I could use the air hose in front of the service bay and before I know it they’re filling it for me. Friendly and helpful employees.; Highly recommend! Have become a regular customer since moving to Long Island and greatly appreciate the superb customer service. Their communication, efficiency, and reliability are top notch!; We are so happy to have experience with this guys!
Quick and efficiently
Highly recommended!!!!!"
