Name,Address,Rating,User Ratings Total,Place ID,Phone Number,International Phone Number,Website,Opening Hours,Price Level,Business Status,Vicinity,Plus Code,Address Components,Reviews
Vape N Smoke #5518,"5518 NW Radial Hwy Suite B, Omaha, NE 68104, USA",4.8,18,,(531) 777-1986,+1 531-777-1986,,Monday: 10:00 AM – 10:00 PM; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 12:00 AM; Saturday: 10:00 AM – 12:00 AM; Sunday: 12:00 – 6:00 PM,,OPERATIONAL,"5518 Northwest Radial Highway Suite B, Omaha",86H672P2+46,Suite B (subpremise); 5518 (street_number); Northwest Radial Highway (route); North Omaha (neighborhood); Omaha (locality); Douglas County (administrative_area_level_2); Nebraska (administrative_area_level_1); United States (country); 68104 (postal_code); 3560 (postal_code_suffix),"Tez has really good customer service skills. I always ask for a name when service is good. He’s always polite/respectful and there anytime I come which clearly shows that he's a dependable employee. Tez is attentive and very knowledgeable on the items that I purchase. He even offers other options and if the store doesn’t have the item that I’m looking for which is the vplay minty thrill because it’s never in stock (bummer) then he always says, “Would you like for me to check and see if our other store has it.”  I never go because this store is close. I mean, if he’s not recognized for his phenomenal representation of this store then you don’t know what excellent customer service is. Great job young man, because going above and beyond is something that goes far with me. I haven’t seen customer care like that in a while and to be consecutive with it, I’m speechless. Continue to be great and do great things.; Good selection of their vapes with the best price in town. Everything they have are high quality and fresh. Check them out they’re doing good job.; Tonio was amazing!! Left a smile on my face, was very helpful and kind. I would 100% recommend this place to anyone 🤩; Tonio was super kind and helpful!! He advertised their special and is excited to be newly opened. Great experience. Great selection. Great buy one, get one free Monday special!!!; Tonio did a perfect salesman sale on monday first of April attitude and all"
Doux Vape & Smoke,"2508 S Figueroa St, Los Angeles, CA 90007, USA",4.3,108,,(323) 646-2578,+1 323-646-2578,,Monday: 10:00 AM – 8:30 PM; Tuesday: 10:00 AM – 8:30 PM; Wednesday: 10:00 AM – 8:30 PM; Thursday: 10:00 AM – 8:30 PM; Friday: 10:00 AM – 8:30 PM; Saturday: 10:00 AM – 12:00 AM; Sunday: 12:00 – 8:30 AM,,OPERATIONAL,"2508 South Figueroa Street, Los Angeles",85632PHF+FW,2508 (street_number); South Figueroa Street (route); South Los Angeles (neighborhood); Los Angeles (locality); Los Angeles County (administrative_area_level_2); California (administrative_area_level_1); United States (country); 90007 (postal_code),"I wasn't able to get help the shop worker was uninformed and low key tide; Been in here twice now. Picked up a Novo 3 and some juice... went back for some pods and more juice.

Prices are good for the Novo 3. Not too much different from online prices. Juice is little overpriced, but I understand you gotta make that money.

But the dude that's been there both times I've gone in just seems SUPER ANNOYED that anybody comes in. Like, he was very curt in his answers and just didn't seem to want to be helpful. He seemed agitated when I needed explanation on sizes and stuff.

I don't know if I'll be back in here. I don't like going to places that make me feel unwelcome.; If you still user higher ohm coils, you know how difficult it can be to find the right juice. After hearing what I wanted, the clerk suggested I try Kilo juice. The 30ml bottles are $8 and do the trick. It's not the same taste that I get from my online guy, but the price and convenience more than make up the difference. Parking lot is a little tight but worth the effort. I'll be going back for more.; This place is the best vape shop around. Huge variety of Flum vapes. No need to travel to Garden Grove to Original store. They have a huge selection of these plus other brands.
Customer service is the best also.; Awesome place in the USC area that can fulfill all your vaping needs. The atmosphere is more than welcoming and the staff is very friendly and knowledgeable! Always a chill place to chat with employees and other customers while you pick up whatever it is you need, whether its juice or a new mod, tank, or atomizer. Overall a big 2 thumbs up in my book!"
TruVape,"4845 S Fort Apache Rd D, Las Vegas, NV 89147, USA",4.4,74,,(702) 478-4659,+1 702-478-4659,,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,,OPERATIONAL,"4845 South Fort Apache Road D, Las Vegas",85864P22+MR,D (subpremise); 4845 (street_number); South Fort Apache Road (route); Las Vegas (locality); Clark County (administrative_area_level_2); Nevada (administrative_area_level_1); United States (country); 89147 (postal_code),"One of my top faves for vape shops! Their selections of juices and even devices from full kit mods to compact pod mods, they all know their stuff on vaping. Make sure to check them out! Prices and loyalty program are an even better reason 😉; Love their selection, but what’s best of all is the employees. They are very knowledgeable, extremely helpful, and always very friendly! Definitely recommend this location.; I’ve been going in for almost a year now and no problems,in  the last month and half evey time I go in, keep telling me they don’t have my product in stock. I also buy tanks and vape juice, and they never have them in stock, Even though I’ve asked and asked and asked? So they pretty much lost $60 once a week . So they have $360.00 in sales for not bothering to restock!!!! So now I buy from their competitor it may be three or four blocks out of my way but at least I get what I want!!; So we went in to grab a couple bottles of juice and pack of pods and walked out with glass and a great experience! The gentleman working the night of 10/7/23 coolest dude I’ve met at a vape shop! Usually you get the know it alls or the people that just want you to get your stuff and leave…but this guy, this guy listened gave us options on flavors we were looking for and what ohm coils we needed. Also shared a bunch of laughs and made us feel welcomed the entire time. He was a bit busy at first, which was fine cause it gave us time to figure out what flavors we were really wanting (cause nowadays everything sounds good) but he took care of everyone before us and got us set up with the flavors we wanted to vape and glass we ended up wanting before we left! 10/10 to the gentleman for customer service and 10/10 for the visit! Oh can’t forget he even took the time to give us an amazing bubble wrap job for our glass so it made it home safely! This location is way better and more welcoming than the one that’s in china town! I will be making the extra 20min drive to this one!; Visited this morning. My family recommended them. First time being here. Great selection and prices. The thing that blew me away the most is the customer service. Wow! They are awesome and was patient with me. Very friendly and knowledgeable. I see why they were recommended. I will be back again."
Primo Vapors LLC,"325 W Fry Blvd ste D, Sierra Vista, AZ 85635, USA",4.6,133,,(520) 452-8273,+1 520-452-8273,,Monday: 10:00 AM – 5:30 PM; Tuesday: 10:00 AM – 5:30 PM; Wednesday: 10:00 AM – 5:30 PM; Thursday: 10:00 AM – 5:30 PM; Friday: 10:00 AM – 5:30 PM; Saturday: 11:00 AM – 5:00 PM; Sunday: Closed,,OPERATIONAL,"325 West Fry Boulevard ste D, Sierra Vista",853FHM4W+2W,ste D (subpremise); 325 (street_number); West Fry Boulevard (route); Sierra Vista (locality); Cochise County (administrative_area_level_2); Arizona (administrative_area_level_1); United States (country); 85635 (postal_code),"This place is awesome as shit. Donna is the best and she is so freaking friendly!!! It’s sad it was my last day in this town I would love to come back and see her and see how the shop progresses. And she is military friendly which is a super bonus; Absolutely love this place, customer service is amazing and selection is great! Can’t wait to come back, this is a must stop vape shop!; First time being there . Originally went in to get more juice . But ended walking put with better deal . Not only with a new pod system and juice . Also with my more knowledge about vaping . Super friendly as well . Made me feel welcome.  They definitely need more traffic and recognition; Best vape shop ever, love their homemade juices.; Donna is amazing!  They have a great selection of juice and supplies.  Donna is patient, caring and a great person.  She takes the time to help you select a flavor, or accessory.  She'll even help you out cleaning your equipment if it isn't working properly.  Can't say enough good things about Primo Vapors."
Genki Vape,"5528 Del Amo Blvd, Lakewood, CA 90713, USA",4.7,78,,(562) 425-4350,+1 562-425-4350,https://genkivape.com/store/,Monday: 11:00 AM – 9:00 PM; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 11:00 AM – 9:00 PM; Sunday: 11:00 AM – 8:00 PM,,OPERATIONAL,"5528 Del Amo Boulevard, Lakewood",8553RVWG+JC,5528 (street_number); Del Amo Boulevard (route); Lakewood (locality); Los Angeles County (administrative_area_level_2); California (administrative_area_level_1); United States (country); 90713 (postal_code),"Great store big selection of items I'm sure they have what u need; Awesome and friendly place to visit for vape products. Knowledgeable staff and well stocked store. If they don't have it, they most likely have it on order and will have it soon. I went in there a couple years ago with a broken globe on my vape, to be honest I stopped at a few places before going here since I had never been yet. Every place just went by the part number and said they couldn't help me out of stock, genki started out the same way but before I could leave one of the staff started going through all the globes they had by hand to see if anything would fit. Sure enough she found one! It only took them 5 or 10 min and now they have a loyal customer. Very happy with every visit, honest and friendly people.; Staff is very knowledgable with the products that they sell. Everyone is super accomodsting and attentive to their customers. The owner is a chill and awesome individual as well. Always willing to help!; This place is amazing, the staff is upfront and honest and very helpful. The owner is about helping his customers the right way not just upselling. Been to many shops and this one is the best to me. Very knowledgeable about their products.; Real cozy chill spot"
De Vapors Vape Shop,"2395 S 4th Ave Suite #84, Yuma, AZ 85364, USA",4.7,231,,(928) 276-3535,+1 928-276-3535,,Monday: 9:00 AM – 10:00 PM; Tuesday: 9:00 AM – 10:00 PM; Wednesday: 9:00 AM – 10:00 PM; Thursday: 9:00 AM – 10:00 PM; Friday: 9:00 AM – 10:00 PM; Saturday: 9:00 AM – 10:00 PM; Sunday: 9:00 AM – 8:00 PM,,OPERATIONAL,"2395 South 4th Avenue Suite #84, Yuma",8547M9MG+M8,Suite #84 (subpremise); 2395 (street_number); South 4th Avenue (route); Camino Real (neighborhood); Yuma (locality); Yuma County (administrative_area_level_2); Arizona (administrative_area_level_1); United States (country); 85364 (postal_code),"Jorge always welcomes me with a smile. Very knowledgeable. They always keep my favorite vape in stock, which shows the value their customers. I had a wonderful experience and I would highly recommend his establishment for all your vaping needs. I appreciate you and thank you.; I love it every time I go into this place they always have my instant sugar cookie. Oh my goodness and I always try to buy out the whole jar and I just have a variety of things but I’m going there for my incident you know for positive energies and stuff like that, so great store great customer service. It doesn’t matter if I’m dealing with the woman or the man, just a nice nice environment; Great selection and the staff really know what they are talking about.  Left the vape scene for a couple years and switched back to analog.  George was able to get me caught up on how the industry has grown and set me up. He consistently focused on my needs and how I wanted to use my vape to tailor my set up for me.; So glad they finally opened. I'm here on opening day, and the place looks great. One thing I have always loved about this business is their customer service I always walk away happy and like I got a great deal!; HORRIBLE place. There Geekvape bubble glass is 3x anywhere else in Yuma. I bought 2 different glass from 2 different places. This place was almost triple the price. You didn't spend 15 mins on me. I walked in you grabbed it and I complained about the price and left. I was in your store for 2 mins."
Exit 1 Vapes,"49809 Ehrenberg Poston Hwy, Ehrenberg, AZ 85334, USA",4.8,30,,(928) 216-2898,+1 928-216-2898,,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,,OPERATIONAL,"49809 Ehrenberg Poston Highway, Ehrenberg",8557JF6Q+P9,49809 (street_number); Ehrenberg Poston Highway (route); Ehrenberg (locality); La Paz County (administrative_area_level_2); Arizona (administrative_area_level_1); United States (country); 85334 (postal_code),"Stopped by there earlier today, and I have to say this shop is awesome!! They are jammed pack with everything you need. I drive a semi so sometimes I can’t get to some shops. But you definitely have to stop here if you vape! Grab your juice, grab some coils, or just grab a whole new device! This is my new one stop shop when I’m on the i10!!!; I am so glad I found this vape shop.  It has everything you need and more.  The prices are right and I shop here weekly.  They are also very friendly and helpful.; This place is a hidden gem. Found flavored juices not available in CA along with extremely friendly service. Katelyn even ordered some items for me that were not in stock. Good selection and price.; Great selection of goods from vape to CBD to legal mushroom bars, she’s An amazing person who has great recommendations on vape flavors. Decent glass selection as well, only place to get decent smoke shop products in Arizona.; The sweet young lady name Sara was very helpful."
Big Cloud Vape & Smoke Co,"845 W 32nd St, Yuma, AZ 85364, USA",4,44,,(928) 294-1078,+1 928-294-1078,https://www.smokeshopyuma.com/,Monday: 9:00 AM – 9:00 PM; Tuesday: 9:00 AM – 9:00 PM; Wednesday: 9:00 AM – 9:00 PM; Thursday: 9:00 AM – 9:00 PM; Friday: 9:00 AM – 9:00 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM,,OPERATIONAL,"845 West 32nd Street, Yuma",8547M999+MV,845 (street_number); West 32nd Street (route); Yuma (locality); Yuma County (administrative_area_level_2); Arizona (administrative_area_level_1); United States (country); 85364 (postal_code),"I visited this location on 2/9 and was sold two fake lost mary vapes.  I was just passing through and picked this business because it had two locations and that seems to be more reliable.  I should have known as they were way overpriced as well. They were in a plastic wrapper but no other seals and the QR code on the side is unscannable. Tried to call now for 2 days and no answer.; They have a great selection here actually! But the lady working when my boyfriend and I came to visit could not have been less interested in helping us. She was too busy talking to a man who did not appear to be a customer and also gave us nasty looks. Any time I had a question about a product, she barely listened and just showed me the item and the price. I felt rushed and like I wasn't allowed to look around at the things. Would give a five star rating if their staff seemed to care! Neverlow may charge more but their staff actually know about the products and are very happy to assist you.; Sold me a defective product and won’t answer the phone. I bought this 10 min ish ago.; Store is ok, but the cashiers never have change and will steal extra money from you if you don't have exact change. I purchased some incense and a couple other things and it came to $7.16 all I had was a $10 bill. The cashier said he didn't have coins so he kept the $.84 and gave me back $2.00. Thats stealing money from customers.; Super clean friendly and they won't let you leave the store without small test drive for some products. Definitely ensures you will not go home with a dud! Thanks guys!!"
Red Star Vapor,"412 E 16th St, Yuma, AZ 85364, USA",4.9,329,,(928) 503-5133,+1 928-503-5133,https://www.redstarvapor.com/yuma-vape-shop/,Monday: 11:00 AM – 8:00 PM; Tuesday: 11:00 AM – 8:00 PM; Wednesday: 11:00 AM – 8:00 PM; Thursday: 11:00 AM – 8:00 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 11:00 AM – 9:00 PM; Sunday: 11:00 AM – 8:00 PM,,OPERATIONAL,"412 East 16th Street, Yuma",8547M9XM+J5,412 (street_number); East 16th Street (route); Yuma (locality); Yuma County (administrative_area_level_2); Arizona (administrative_area_level_1); United States (country); 85364 (postal_code),"Luke helped me out today, upgrading my vape device. Wonderful customer service. Luke answered my questions and set up my new mod. Military discount!; Me and my husband went into red star to get a few vapes and Vanessa was so friendly and sweet we had a issue with one of my husband vapes and we took it back in today too see what the issue was and she figured out the issue and I was able to keep the vape without having to exchange it Vanessa is a awesome and amazing person at red star go see her for any problem with your vape; Luke and vanessa were extremely helpful. I called the store twice for info on a geek vape Agis h45. they told me they had some and what time they closed. When i arrived i was immediately greeted and remembered from the phone call. They immediately led me to the mods. They were patient with my indecision on color, and when i did finally pick. they informed me of a promo they had going on in the month of October. Buy and device and get some house juice. It was a very pleasant and quick experience. I will be going there from now on, with world-class customer service, knowledgeable associates, quality products and completive prices.; Luke is a good dude. Answered all questions, friendly and knowledgeable. Never had a bad experience at Red Star.; I always love coming in to this location when I need things! All employees there are great. Luke is usually who I deal with 99% of the time but when I get other employees they still are phenomenal! It’s always such a great experience. Whether it be a million questions I have (I’m indecisive haha) or asking for opinions or recommendations on things or flavors he always is spot on with recommendations and helping me out! I’ve never tried something he recommended and not liked it. 10/10 recommend for all vaping needs. I will always recommend people here when I get the chance."
Green Vape & Smoke Shop Outlet,"Canóvanas, 00729, Puerto Rico",4.2,13,,(787) 216-4323,+1 787-216-4323,,Monday: 9:00 AM – 8:00 PM; Tuesday: 9:00 AM – 8:00 PM; Wednesday: 9:00 AM – 8:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 9:00 AM – 9:00 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 7:00 PM,,OPERATIONAL,Canóvanas,77CP94G8+5V,Canóvanas (locality); Canóvanas (administrative_area_level_2); Canóvanas (administrative_area_level_1); Puerto Rico (country); 00729 (postal_code),"Charged me $27 for a book of raw and the roller.. 20 dollars extra because I wasn’t from around there , that’s how I took it because for both I know it was $7; They have all types of vapes and liquid products; Sold me 60$ vape for 150$; Nice ladies; They treated me excellent!"
Happy Vapes Smoke shop,"21 Calle Pimentel, Río Grande, 00745, Puerto Rico",4.6,22,,(939) 900-1115,+1 939-900-1115,http://www.facebook.com/happyvapes3,Monday: 10:00 AM – 6:30 PM; Tuesday: 10:00 AM – 6:30 PM; Wednesday: 10:00 AM – 6:30 PM; Thursday: 10:00 AM – 6:30 PM; Friday: 10:00 AM – 6:30 PM; Saturday: 10:00 AM – 6:30 PM; Sunday: Closed,,OPERATIONAL,"21 Calle Pimentel, Río Grande",77CP95H7+H5,21 (street_number); Calle Pimentel (route); Barrio (neighborhood); Río Grande (locality); Ciénaga Baja (administrative_area_level_2); Río Grande (administrative_area_level_1); Puerto Rico (country); 00745 (postal_code),"Nice place, owners are great people. After a nice chat, they said they will soon be carrying zyn and other tobaccoless nicotine.; Great place, have a decent selection of the most popular vape brands. Needed to get one on vacation after I lost mine, and they had exactly what I needed (Smok Nord 4). Friendly, good customer service, prices I would expect at home.; Great service. Very friendly . They have competitive prices. The place was clean and they have couches to sit on and relax. I recommend.; Not open on sundays even though Google maps says they are, drove up from luquillo to a closed shop, had to stop in and get gas station e liquid....; Had what I needed! 3,000 miles from home."
Gravity Vape inc #3,"calle 1 blq.D7, villas de loiza, Local 1, Loíza 00729, Puerto Rico",4.7,28,,(939) 333-2045,+1 939-333-2045,https://gravityvapedistributors.com/,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: 11:00 AM – 5:00 PM,,OPERATIONAL,"villas de loiza, calle 1 blq.D7, Local 1",77CP94HG+JQ,Local 1 (subpremise); villas de loiza (point_of_interest); Canóvanas (administrative_area_level_2); Loíza (administrative_area_level_1); Puerto Rico (country); 00729 (postal_code),Pretty good I found what I was looking for 😉; It was perfect and had everything i was looking for; Very helpful and knowledgeable; Great service; Good location
Vapor Etc Maricopa,"20800 N John Wayne Pkwy Ste 112, Maricopa, AZ 85139, USA",3.8,119,,(520) 374-0101,+1 520-374-0101,http://vaporetc.com/,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 9:00 AM – 10:00 PM; Sunday: 9:00 AM – 10:00 PM,,OPERATIONAL,"20800 North John Wayne Parkway Ste 112, Maricopa",85593X93+C3,Ste 112 (subpremise); 20800 (street_number); North John Wayne Parkway (route); Maricopa (locality); Pinal County (administrative_area_level_2); Arizona (administrative_area_level_1); United States (country); 85139 (postal_code),"Employees were rude and stuck up. Not very helpful at all.
They deserve minus  1,000 stars.; I used to enjoy this smoke shop a lot! They used to be so sweet and had the BEST customer service towards me but recently all of this has gone downhill. To the point I’m gonna have to find a new smoke shop out in Maricopa. The female is rude to all heck, doesn’t talk unless you ask a question but if you do you’ll get NOTHING but attitude for no reason. If you guys aren’t happy with your jobs then find new ones because none of your customers enjoy the treatment we’re getting lately.; 2 guys behind the counter are very rude, not helpful, act like your imposing on their bro time smoke sesh. I will never return to this shop....; So last year I bought a nice glass bong from them and "" accidentally got double charged"" ok so sometimes that happens.
Today, I went there to get a new glass bong, the blonde girl was helping me, she wrapped it up in bubble wrap and put it in the bag. When I got home (98 miles away) the bong had no stem, somebody just put a large blow on it, so I called to ask them to send me one, both her and the manager told me that I was wrong they don't sell them without a stem, I said I know what a stem looks like and there isn't one on this bong, he again told me they don't sell them without a stem and I was wrong.  I got super frustrated with him and just hung up, that's probably what they really wanted me to do anyway.

Just beware of this place it's really shady.; The staff at this place suck at customer service! I will not go there no more! They don't even acknowledge you when you walk in! The last 2 times they have done this, I am done with this place and I will always recommend the vape shop next to bashas! They are so much better!!

The blonde chick has the worst customer service, she is the main reason why I will never spend my money there again!"
Route 66 Vapor,"10200 Corrales Rd Ste B1, Albuquerque, NM 87114, USA",4.6,301,,(505) 750-8998,+1 505-750-8998,http://www.route66vapor.com/,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: Closed,,OPERATIONAL,"10200 Corrales Road Ste B1, Albuquerque",857M6923+XV,Ste B1 (subpremise); 10200 (street_number); Corrales Road (route); Seven Bar Ranch (neighborhood); Albuquerque (locality); Bernalillo County (administrative_area_level_2); New Mexico (administrative_area_level_1); United States (country); 87114 (postal_code),"Rt 66 Vapor is my go to smoke shop. Love the selection of products, and the owners are wonderful. I get all of my nicotine and glass accessory needs here, and will continue to do so.; Owner is cool and they have a good selection of vape as well as smoking needs.; If you are looking for a smoke shop where the owner knows their stuff and backs it, then this is the place for you! Insanely educational, helpful, and health-conscious. They also have the best prices in town. Literally. Will price match if you find it cheaper. Seriously, go to this spot and ask questions if you are a newbie or just need to be informed on a product. Top notch shop and a comprehensive approach to the industry! HIGHLY RECOMMEND!; 𝐼 𝑔𝑜 ℎ𝑒𝑟𝑒 𝑓𝑜𝑟 𝑎𝑙𝑙 𝑚𝑦 𝑛𝑖𝑐𝑠! 𝑇ℎ𝑒 𝑜𝑤𝑛𝑒𝑟 𝑎𝑛𝑑 𝑠𝑡𝑎𝑓𝑓 𝑎𝑟𝑒 𝑎𝑚𝑎𝑧𝑖𝑛𝑔 𝑎𝑛𝑑 𝑠𝑢𝑝𝑒𝑟 𝑘𝑛𝑜𝑤𝑙𝑒𝑑𝑔𝑒𝑎𝑏𝑙𝑒. 𝑇ℎ𝑒𝑦 ℎ𝑎𝑣𝑒 𝑎𝑛 𝐴𝑚𝑎𝑧𝑖𝑛𝑔 𝑠𝑒𝑙𝑒𝑐𝑡𝑖𝑜𝑛 𝑎𝑠 𝑤𝑒𝑙𝑙, 𝑖 ℎ𝑖𝑔ℎ𝑙𝑦 𝑟𝑒𝑐𝑜𝑚𝑚𝑒𝑛𝑑 𝑡ℎ𝑖𝑠 𝑝𝑙𝑎𝑐𝑒😊; I freaking love these guys. Not only are they always super helpful when i go in, now that we are in a quarantine status, they still provide excellent customer service. Great phone etiquette, very knowledgeable,  and providing curbside service. Additionally, if you order anything from them, you will more than likely get it next day if you are local! I highly recommend these kats! Thanks guys for your hard work. Stay safe!"
Vape Pirates Usa,"1005 Hancock Rd # B, Bullhead City, AZ 86442, USA",4.9,219,,(714) 249-0203,+1 714-249-0203,,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 9:00 PM,,OPERATIONAL,"1005 Hancock Road # B, Bullhead City",8577495P+GX,# B (subpremise); 1005 (street_number); Hancock Road (route); Bullhead City (locality); Mohave County (administrative_area_level_2); Arizona (administrative_area_level_1); United States (country); 86442 (postal_code); 5963 (postal_code_suffix),"Great service and so many choices!! They have any and everything you could ever need at a vape store, and I finally found a spot to get my Razz vapes. Thanks for being so helpful! Will definitely be back!; Huge selection! Great prices! Awesome customer service. Even has a lounge! Get in here!!! Nas was a great help!; Came in today and first-hand did the store was amazing, Moody helped me and had amazing customer service. I highly recommend this location for any of your vape needs!!!!; I was having issues with my tank and while I was in the store buying juice. I got a new tank set up recommended to me by the shop. Very happy with new tank. The shop is awesome everybody working is friendly and very knowledgeable! They have anything I could ever need in stock. Highly recommend checking it out.; Vape Pirates USA offers an impressive variety, and the prices—especially on sale items—are unbeatable. The staff is incredibly friendly, helpful, and well-informed, making the whole experience a breeze.
 Best of all, being tobacco-free has never tasted this good!  ~ Chuck B ~"
Vape Pirates,"3013 W Sahara Ave, Las Vegas, NV 89102, USA",4.9,622,,(702) 331-1104,+1 702-331-1104,,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 10:00 AM – 10:00 PM,,OPERATIONAL,"3013 West Sahara Avenue, Las Vegas",85864RV8+HV,3013 (street_number); West Sahara Avenue (route); Richfield (neighborhood); Las Vegas (locality); Clark County (administrative_area_level_2); Nevada (administrative_area_level_1); United States (country); 89102 (postal_code); 6094 (postal_code_suffix),"Best place ever, John the owner is so friendly, helpful and just a all around great guy!
Las Vegas  could use a lot more stores like this.
I live in Seattle and since coming back to Vegas couldn't find my Vape anywhere... Until now, he has everything you could want and more!

You won't be disappointed
I promise...
Can order on line and he will ship directly to you.

👍👍
Keep up the great work John.
I'll  definitely be back.; Come here to get all of your vape and smoke needs!! Great prices, energy, and products. If they don't have it best believe they will look into ordering it for next time. This is an awesome spot to stop by. The lady even helped me in a time of need!!; This vape store is so awesome !!!!! Every time I come in it’s a great experience!!!! They have the best customer service that I’ve experienced in vegas and great prices …..
Im so thankful it’s not too far from my house Thanks you vape pirates !!! Definitely worth a drop in love this place; John the owner of vape pirates is the nicest guy ever. He has the largest selection of vapes and more. And some of the best deals. Come here!; Will vacationing in Vegas my buddies cool burnt and we were recommended to Vape Pirates. Nas was awesome. He was very helpful and friendly. Hooked me up with a new vape for my wife and even got so samples to try. 10/10 would recommend Vape Pirates if your in Vegas"
Route 66 Vapor,"Rio Rancho, NM 87124, USA",,,,,,,,,CLOSED_PERMANENTLY,United States,857M7955+CM,United States (country); Industrial Park (neighborhood); Rio Rancho (locality); Sandoval County (administrative_area_level_2); New Mexico (administrative_area_level_1); 87124 (postal_code),
Route 66 Vapor,"2663 Louisiana Blvd NE, Albuquerque, NM 87110, USA",4.6,158,,(505) 717-1639,+1 505-717-1639,http://www.route66vapor.com/,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: Closed,,OPERATIONAL,"2663 Louisiana Boulevard Northeast, Albuquerque",857M4C6J+48,2663 (street_number); Louisiana Boulevard Northeast (route); Uptown (neighborhood); Albuquerque (locality); Bernalillo County (administrative_area_level_2); New Mexico (administrative_area_level_1); United States (country); 87110 (postal_code),"This is definitely my new favorite E-Juice maker. Was going to another place until recently, but they completely switched up their products and bases. Am so happy to have found Route 66! Traditional processes, better products and way more knowledgeable staff.; Clean. Good price, good selection. My only small complaint is there is rarely a sale or anything for returning customers so there are other options. The experience I had there was not very kind or friendly to the customers so giving them benefit of the doubt because maybe that's just the time of day I would go.; Quality matters. For years all of my mods leaked juice. Steve at Route 66 taught me the difference between their quality in-house juice and the cheap stuff. For the first time I can enjoy vaping without leaks. Thanks, Steve!; The owner is Hella cool and knows his stuff. I travel some distance just to go to the shop! I love it; Still my favorite local vape store; however I normally use the Corrales location. The supplies were good here, but the staff member was ornery and it wasn’t the best experience at this location."
